elastic(x),1s5(x),1s4(x),1s3(x),1s2(x),2p10(x),2p9(x),2p8(x),2p7(x),2p6(x),2p5(x),2p4(x),2p3(x),2p2(x),2p1(x),3d6(x),3d5(x),3d3(x),3d4!(x),3d4(x),3d1!!(x),2s5(x),2s4(x),3d1!(x),3d2(x),3s1!!!!(x),3s1!!(x),3s1!!!(x),2s3(x),2s2(x),3s1!(x),4d5(x),3s4(x),4d2(x),4s1!(x),3s2(x),5d5(x),4s4(x),5d2(x),6d5(x),5s1!(x),4s2(x),5s4(x),6d2(x),high(x),ion(x),avg(x)
1.5125E+01,2.1768E+01,2.1844E+01,2.1943E+01,2.2048E+01,2.3127E+01,2.3296E+01,2.3315E+01,2.3373E+01,2.3392E+01,2.3493E+01,2.3503E+01,2.3522E+01,2.3548E+01,2.3700E+01,2.4065E+01,2.4084E+01,2.4123E+01,2.4199E+01,2.4233E+01,2.4283E+01,2.4288E+01,2.4310E+01,2.4319E+01,2.4373E+01,2.4434E+01,2.4454E+01,2.4456E+01,2.4461E+01,2.4475E+01,2.4524E+01,2.4931E+01,2.5068E+01,2.5079E+01,2.5224E+01,2.5242E+01,2.5338E+01,2.5406E+01,2.5410E+01,2.5528E+01,2.5571E+01,2.5580E+01,2.5586E+01,2.5594E+01,2.5880E+01,2.5980E+01,2.4236E+01
1.5692E+01,2.1964E+01,2.2040E+01,2.2139E+01,2.2244E+01,2.3323E+01,2.3492E+01,2.3511E+01,2.3569E+01,2.3588E+01,2.3689E+01,2.3699E+01,2.3718E+01,2.3744E+01,2.3896E+01,2.4261E+01,2.4280E+01,2.4319E+01,2.4395E+01,2.4429E+01,2.4479E+01,2.4484E+01,2.4506E+01,2.4515E+01,2.4569E+01,2.4630E+01,2.4650E+01,2.4652E+01,2.4657E+01,2.4671E+01,2.4720E+01,2.5127E+01,2.5264E+01,2.5275E+01,2.5420E+01,2.5438E+01,2.5534E+01,2.5602E+01,2.5606E+01,2.5724E+01,2.5767E+01,2.5776E+01,2.5782E+01,2.5790E+01,2.6076E+01,2.6175E+01,2.4432E+01
1.6278E+01,2.2162E+01,2.2238E+01,2.2337E+01,2.2442E+01,2.3521E+01,2.3690E+01,2.3709E+01,2.3767E+01,2.3786E+01,2.3887E+01,2.3897E+01,2.3916E+01,2.3942E+01,2.4094E+01,2.4459E+01,2.4478E+01,2.4517E+01,2.4593E+01,2.4627E+01,2.4677E+01,2.4682E+01,2.4704E+01,2.4713E+01,2.4767E+01,2.4828E+01,2.4848E+01,2.4850E+01,2.4855E+01,2.4869E+01,2.4918E+01,2.5325E+01,2.5462E+01,2.5473E+01,2.5618E+01,2.5636E+01,2.5732E+01,2.5800E+01,2.5804E+01,2.5922E+01,2.5965E+01,2.5974E+01,2.5980E+01,2.5988E+01,2.6274E+01,2.6374E+01,2.4630E+01
1.6579E+01,2.2365E+01,2.2441E+01,2.2540E+01,2.2645E+01,2.3724E+01,2.3893E+01,2.3912E+01,2.3970E+01,2.3989E+01,2.4090E+01,2.4100E+01,2.4119E+01,2.4145E+01,2.4297E+01,2.4662E+01,2.4681E+01,2.4720E+01,2.4796E+01,2.4830E+01,2.4880E+01,2.4885E+01,2.4907E+01,2.4916E+01,2.4970E+01,2.5031E+01,2.5051E+01,2.5053E+01,2.5058E+01,2.5072E+01,2.5121E+01,2.5528E+01,2.5665E+01,2.5676E+01,2.5821E+01,2.5839E+01,2.5935E+01,2.6003E+01,2.6007E+01,2.6125E+01,2.6168E+01,2.6177E+01,2.6183E+01,2.6191E+01,2.6477E+01,2.6576E+01,2.4833E+01
1.6885E+01,2.2571E+01,2.2647E+01,2.2746E+01,2.2851E+01,2.3930E+01,2.4099E+01,2.4118E+01,2.4176E+01,2.4195E+01,2.4296E+01,2.4306E+01,2.4325E+01,2.4351E+01,2.4503E+01,2.4868E+01,2.4887E+01,2.4926E+01,2.5002E+01,2.5036E+01,2.5086E+01,2.5091E+01,2.5113E+01,2.5122E+01,2.5176E+01,2.5237E+01,2.5257E+01,2.5259E+01,2.5264E+01,2.5278E+01,2.5327E+01,2.5734E+01,2.5871E+01,2.5882E+01,2.6027E+01,2.6045E+01,2.6141E+01,2.6209E+01,2.6213E+01,2.6331E+01,2.6374E+01,2.6383E+01,2.6389E+01,2.6397E+01,2.6683E+01,2.6782E+01,2.5039E+01
1.7197E+01,2.2780E+01,2.2856E+01,2.2955E+01,2.3060E+01,2.4139E+01,2.4308E+01,2.4327E+01,2.4385E+01,2.4404E+01,2.4505E+01,2.4515E+01,2.4534E+01,2.4560E+01,2.4712E+01,2.5077E+01,2.5096E+01,2.5135E+01,2.5211E+01,2.5245E+01,2.5295E+01,2.5300E+01,2.5322E+01,2.5331E+01,2.5385E+01,2.5446E+01,2.5466E+01,2.5468E+01,2.5473E+01,2.5487E+01,2.5536E+01,2.5943E+01,2.6080E+01,2.6091E+01,2.6236E+01,2.6254E+01,2.6350E+01,2.6418E+01,2.6422E+01,2.6540E+01,2.6583E+01,2.6592E+01,2.6598E+01,2.6606E+01,2.6892E+01,2.6992E+01,2.5248E+01
1.7514E+01,2.2993E+01,2.3069E+01,2.3168E+01,2.3273E+01,2.4352E+01,2.4521E+01,2.4540E+01,2.4598E+01,2.4617E+01,2.4718E+01,2.4728E+01,2.4747E+01,2.4773E+01,2.4925E+01,2.5290E+01,2.5309E+01,2.5348E+01,2.5424E+01,2.5458E+01,2.5508E+01,2.5513E+01,2.5535E+01,2.5544E+01,2.5598E+01,2.5659E+01,2.5679E+01,2.5681E+01,2.5686E+01,2.5700E+01,2.5749E+01,2.6156E+01,2.6293E+01,2.6304E+01,2.6449E+01,2.6467E+01,2.6563E+01,2.6631E+01,2.6635E+01,2.6753E+01,2.6796E+01,2.6805E+01,2.6811E+01,2.6819E+01,2.7105E+01,2.7205E+01,2.5461E+01
1.7836E+01,2.3210E+01,2.8821E+01,2.3385E+01,2.3490E+01,2.4569E+01,2.4738E+01,2.4757E+01,2.4815E+01,2.4834E+01,2.4935E+01,2.4945E+01,2.4964E+01,2.4990E+01,2.5142E+01,2.5507E+01,2.5526E+01,2.5565E+01,2.5641E+01,2.5675E+01,2.5725E+01,2.5730E+01,2.5752E+01,2.5761E+01,2.5815E+01,2.5876E+01,2.5896E+01,2.5898E+01,2.5903E+01,2.5917E+01,2.5966E+01,2.6373E+01,2.6510E+01,2.6521E+01,2.6666E+01,2.6684E+01,2.6780E+01,2.6848E+01,2.6852E+01,2.6970E+01,2.7013E+01,2.7022E+01,2.7028E+01,2.7036E+01,2.7322E+01,2.7422E+01,2.5804E+01
1.8165E+01,2.3430E+01,3.1881E+01,2.3605E+01,2.4396E+01,2.4789E+01,2.4958E+01,2.4977E+01,2.5035E+01,2.5054E+01,2.5155E+01,2.5165E+01,2.5184E+01,2.5210E+01,2.5362E+01,2.5727E+01,2.5746E+01,2.5785E+01,2.5861E+01,2.5895E+01,2.5945E+01,2.5950E+01,2.5972E+01,2.5981E+01,2.6035E+01,2.6096E+01,2.6116E+01,2.6118E+01,2.6123E+01,2.6137E+01,2.6186E+01,2.6593E+01,2.6730E+01,2.6741E+01,2.6886E+01,2.6904E+01,2.7000E+01,2.7068E+01,2.7072E+01,2.7190E+01,2.7233E+01,2.7242E+01,2.7248E+01,2.7256E+01,2.7542E+01,2.7642E+01,2.6104E+01
1.8498E+01,2.3655E+01,3.5030E+01,2.3830E+01,2.5619E+01,2.5014E+01,2.5183E+01,2.5202E+01,2.5260E+01,2.5279E+01,2.5380E+01,2.5390E+01,2.5409E+01,2.5435E+01,2.5587E+01,2.5952E+01,2.5971E+01,2.6010E+01,2.6086E+01,2.6120E+01,2.6170E+01,2.6175E+01,2.6197E+01,2.6206E+01,2.6260E+01,2.6321E+01,2.6341E+01,2.6343E+01,2.6348E+01,2.6362E+01,2.6411E+01,2.6818E+01,2.6955E+01,2.6966E+01,2.7111E+01,2.7129E+01,2.7225E+01,2.7293E+01,2.7297E+01,2.7415E+01,2.7458E+01,2.7467E+01,2.7473E+01,2.7481E+01,2.7767E+01,2.7867E+01,2.6418E+01
1.8838E+01,2.3883E+01,3.8166E+01,2.4058E+01,2.6953E+01,2.5242E+01,2.5411E+01,2.5430E+01,2.5488E+01,2.5507E+01,2.5608E+01,2.5618E+01,2.5637E+01,2.5663E+01,2.5815E+01,2.6180E+01,2.6199E+01,2.6238E+01,2.6314E+01,2.6348E+01,2.6398E+01,2.6403E+01,2.6425E+01,2.6434E+01,2.6488E+01,2.6549E+01,2.6569E+01,2.6571E+01,2.6576E+01,2.6590E+01,2.6639E+01,2.7046E+01,2.7183E+01,2.7194E+01,2.7339E+01,2.7357E+01,2.7453E+01,2.7521E+01,2.7525E+01,2.7643E+01,2.7686E+01,2.7695E+01,2.7701E+01,2.7709E+01,2.7995E+01,2.8095E+01,2.6737E+01
1.9184E+01,2.4116E+01,4.1173E+01,2.4527E+01,2.8407E+01,2.5475E+01,2.5644E+01,2.5663E+01,2.5721E+01,2.5740E+01,2.5841E+01,2.5851E+01,2.5870E+01,2.5896E+01,2.6048E+01,2.6413E+01,2.6432E+01,2.6471E+01,2.6547E+01,2.6581E+01,2.6631E+01,2.6636E+01,2.6658E+01,2.6667E+01,2.6721E+01,2.6782E+01,2.6802E+01,2.6804E+01,2.6809E+01,2.6823E+01,2.6872E+01,2.7279E+01,2.7416E+01,2.7427E+01,2.7572E+01,2.7590E+01,2.7686E+01,2.7754E+01,2.7758E+01,2.7876E+01,2.7919E+01,2.7928E+01,2.7934E+01,2.7942E+01,2.8228E+01,2.8327E+01,2.7067E+01
1.9535E+01,2.4592E+01,4.4508E+01,2.4767E+01,2.9664E+01,2.5711E+01,2.5880E+01,2.5899E+01,2.5957E+01,2.5976E+01,2.6077E+01,2.6087E+01,2.6106E+01,2.6132E+01,2.6284E+01,2.6649E+01,2.6668E+01,2.6707E+01,2.6783E+01,2.6817E+01,2.6867E+01,2.6872E+01,2.6894E+01,2.6903E+01,2.6957E+01,2.7018E+01,2.7038E+01,2.7040E+01,2.7045E+01,2.7059E+01,2.7108E+01,2.7515E+01,2.7652E+01,2.7663E+01,2.7808E+01,2.7826E+01,2.7922E+01,2.7990E+01,2.7994E+01,2.8112E+01,2.8155E+01,2.8164E+01,2.8170E+01,2.8178E+01,2.8464E+01,2.8563E+01,2.7402E+01
1.9893E+01,2.4837E+01,4.7564E+01,2.5012E+01,3.1363E+01,2.6196E+01,2.6120E+01,2.6139E+01,2.6197E+01,2.6216E+01,2.6317E+01,2.6327E+01,2.6346E+01,2.6372E+01,2.6524E+01,2.6889E+01,2.6908E+01,2.6947E+01,2.7023E+01,2.7057E+01,2.7107E+01,2.7112E+01,2.7134E+01,2.7143E+01,2.7197E+01,2.7258E+01,2.7278E+01,2.7280E+01,2.7285E+01,2.7299E+01,2.7348E+01,2.7755E+01,2.7892E+01,2.7903E+01,2.8048E+01,2.8066E+01,2.8162E+01,2.8230E+01,2.8234E+01,2.8352E+01,2.8395E+01,2.8404E+01,2.8410E+01,2.8418E+01,2.8704E+01,2.8804E+01,2.7745E+01
2.0627E+01,2.5086E+01,5.0896E+01,2.5261E+01,3.2832E+01,2.6445E+01,2.6614E+01,3.6501E+01,2.6691E+01,2.7221E+01,3.4660E+01,2.6821E+01,2.6591E+01,2.6617E+01,2.6769E+01,2.7134E+01,2.7153E+01,2.7192E+01,2.7268E+01,2.7302E+01,2.7352E+01,2.7357E+01,2.7379E+01,2.7388E+01,2.7442E+01,2.7503E+01,2.7523E+01,2.7525E+01,2.7530E+01,2.7544E+01,2.7593E+01,2.8000E+01,2.8137E+01,2.8148E+01,2.8293E+01,2.8311E+01,2.8407E+01,2.8475E+01,2.8479E+01,2.8597E+01,2.8640E+01,2.8649E+01,2.8655E+01,2.8663E+01,2.8949E+01,2.9049E+01,2.8536E+01
2.1387E+01,2.5339E+01,5.3776E+01,2.5514E+01,3.4406E+01,2.6698E+01,2.7125E+01,3.8247E+01,2.7202E+01,2.8297E+01,3.8880E+01,2.7332E+01,3.3195E+01,2.7377E+01,3.5257E+01,2.7383E+01,2.7402E+01,2.7441E+01,2.7517E+01,2.7551E+01,2.7601E+01,2.7606E+01,2.7628E+01,2.7637E+01,2.7691E+01,2.7752E+01,2.7772E+01,2.7774E+01,2.7779E+01,2.7793E+01,2.7842E+01,2.8249E+01,2.8386E+01,2.8397E+01,2.8542E+01,2.8560E+01,2.8656E+01,2.8724E+01,2.8728E+01,2.8846E+01,2.8889E+01,2.8898E+01,2.8904E+01,2.8912E+01,2.9198E+01,2.9297E+01,2.9380E+01
2.2174E+01,2.5597E+01,5.6862E+01,2.5772E+01,3.6532E+01,2.6956E+01,2.7654E+01,3.9637E+01,2.7731E+01,2.9450E+01,4.1785E+01,2.7861E+01,3.5476E+01,2.8177E+01,3.9551E+01,2.7636E+01,2.7655E+01,2.7694E+01,2.7770E+01,2.7804E+01,2.7854E+01,2.7859E+01,2.7881E+01,2.7890E+01,2.7944E+01,2.8005E+01,2.8025E+01,2.8027E+01,2.8032E+01,2.8046E+01,2.8095E+01,2.8502E+01,2.8639E+01,2.8650E+01,2.8795E+01,2.8813E+01,2.8909E+01,2.8977E+01,2.8981E+01,2.9099E+01,2.9142E+01,2.9151E+01,2.9157E+01,2.9165E+01,2.9451E+01,2.9551E+01,3.0016E+01
2.2578E+01,2.5859E+01,6.0169E+01,2.6034E+01,3.8850E+01,2.7218E+01,2.7925E+01,4.1102E+01,2.8278E+01,3.0686E+01,4.3896E+01,2.8408E+01,3.6708E+01,2.9020E+01,4.1992E+01,2.8156E+01,2.8175E+01,2.8214E+01,2.8290E+01,2.8591E+01,2.8112E+01,2.8117E+01,2.8139E+01,2.8148E+01,2.8202E+01,2.8263E+01,2.8283E+01,2.8285E+01,2.8290E+01,2.8304E+01,2.8353E+01,2.8760E+01,2.8897E+01,2.8908E+01,2.9053E+01,2.9071E+01,2.9167E+01,2.9235E+01,2.9239E+01,2.9357E+01,2.9400E+01,2.9409E+01,2.9415E+01,2.9423E+01,2.9709E+01,2.9808E+01,3.0616E+01
2.2988E+01,2.6126E+01,6.3712E+01,2.6301E+01,4.3562E+01,2.7485E+01,2.8201E+01,4.2644E+01,2.8845E+01,3.2010E+01,4.6157E+01,2.8975E+01,3.8006E+01,2.9606E+01,4.4103E+01,2.8694E+01,2.8442E+01,2.8752E+01,2.8557E+01,2.9419E+01,2.8641E+01,2.8646E+01,2.8668E+01,3.2597E+01,2.8731E+01,2.8792E+01,2.8812E+01,3.2734E+01,2.8819E+01,2.8833E+01,2.8882E+01,2.9022E+01,2.9159E+01,2.9170E+01,2.9315E+01,2.9333E+01,2.9429E+01,2.9497E+01,2.9501E+01,2.9619E+01,2.9662E+01,2.9671E+01,2.9677E+01,2.9685E+01,2.9971E+01,3.0070E+01,3.1511E+01
2.3406E+01,2.6397E+01,6.7509E+01,2.6572E+01,7.2843E+01,2.7756E+01,2.8482E+01,4.3718E+01,2.9431E+01,3.3429E+01,4.8581E+01,2.9561E+01,3.9373E+01,3.0213E+01,4.6364E+01,2.8970E+01,2.8713E+01,2.9309E+01,2.8828E+01,2.9995E+01,2.9188E+01,2.9193E+01,2.9215E+01,3.4356E+01,2.9278E+01,2.9339E+01,2.9083E+01,3.4863E+01,2.9366E+01,2.9380E+01,2.9429E+01,2.9289E+01,2.9426E+01,2.9437E+01,2.9582E+01,2.9600E+01,2.9696E+01,2.9764E+01,2.9768E+01,2.9886E+01,2.9929E+01,2.9938E+01,2.9944E+01,2.9952E+01,3.0238E+01,3.0337E+01,3.2845E+01
2.3831E+01,2.6673E+01,7.1578E+01,2.6848E+01,8.0812E+01,2.8032E+01,2.8768E+01,4.4829E+01,3.0038E+01,3.4949E+01,5.0511E+01,3.0168E+01,4.0812E+01,3.1164E+01,4.8788E+01,2.9251E+01,2.8989E+01,2.9595E+01,2.9104E+01,3.0592E+01,2.9755E+01,2.9760E+01,2.9782E+01,3.5876E+01,2.9845E+01,2.9620E+01,2.9359E+01,3.6410E+01,2.9933E+01,2.9947E+01,2.9996E+01,2.9836E+01,2.9973E+01,2.9708E+01,2.9853E+01,2.9871E+01,2.9967E+01,3.0035E+01,3.0039E+01,3.0157E+01,3.0200E+01,3.0209E+01,3.0215E+01,3.0223E+01,3.0509E+01,3.0609E+01,3.3695E+01
2.4264E+01,2.6954E+01,7.5937E+01,2.7129E+01,8.7124E+01,2.8313E+01,2.9058E+01,4.5979E+01,3.0667E+01,3.6160E+01,5.2545E+01,3.0797E+01,4.2328E+01,3.1826E+01,5.0718E+01,2.9537E+01,2.9270E+01,2.9885E+01,2.9385E+01,3.1210E+01,3.0341E+01,3.0346E+01,3.0368E+01,3.7505E+01,3.0431E+01,2.9906E+01,2.9640E+01,3.8067E+01,3.0519E+01,3.0533E+01,3.0582E+01,3.0403E+01,3.0540E+01,3.0265E+01,3.0410E+01,3.0428E+01,3.0524E+01,3.0311E+01,3.0315E+01,3.0433E+01,3.0476E+01,3.0485E+01,3.0491E+01,3.0499E+01,3.0785E+01,3.0885E+01,3.4532E+01
2.4704E+01,2.7240E+01,7.9410E+01,2.7415E+01,9.2580E+01,2.8599E+01,2.9354E+01,4.7170E+01,3.1318E+01,3.7436E+01,5.4686E+01,3.1448E+01,4.3383E+01,3.2512E+01,5.2752E+01,2.9827E+01,2.9556E+01,3.0482E+01,2.9671E+01,3.1849E+01,3.0948E+01,3.0953E+01,3.0975E+01,3.8803E+01,3.1038E+01,3.0492E+01,2.9926E+01,3.9388E+01,3.1126E+01,3.1140E+01,3.1189E+01,3.0989E+01,3.1126E+01,3.0841E+01,3.0986E+01,3.1004E+01,3.1100E+01,3.0878E+01,3.0882E+01,3.1000E+01,3.1043E+01,3.1052E+01,3.1058E+01,3.1066E+01,3.1066E+01,3.1166E+01,3.5381E+01
2.5152E+01,2.7530E+01,8.3068E+01,2.7705E+01,9.8427E+01,2.8889E+01,2.9655E+01,4.8403E+01,3.1991E+01,3.8779E+01,5.6941E+01,3.2121E+01,4.4476E+01,3.3221E+01,5.4893E+01,3.0123E+01,2.9846E+01,3.1100E+01,2.9961E+01,3.2511E+01,3.1577E+01,3.1582E+01,3.1604E+01,4.0170E+01,3.1667E+01,3.1099E+01,3.0512E+01,4.0778E+01,3.1755E+01,3.1769E+01,3.1818E+01,3.1596E+01,3.1733E+01,3.1438E+01,3.1583E+01,3.1601E+01,3.1697E+01,3.1464E+01,3.1468E+01,3.1586E+01,3.1629E+01,3.1638E+01,3.1644E+01,3.1652E+01,3.1642E+01,3.1451E+01,3.6281E+01
2.6071E+01,2.7826E+01,8.6920E+01,2.8001E+01,1.0469E+02,2.9185E+01,2.9961E+01,4.9679E+01,3.2688E+01,4.0194E+01,5.9317E+01,3.2818E+01,4.5606E+01,3.3955E+01,5.7148E+01,3.0730E+01,3.0142E+01,3.1417E+01,3.0558E+01,3.3197E+01,3.2228E+01,3.2233E+01,3.2255E+01,4.1609E+01,3.2318E+01,3.1728E+01,3.1119E+01,4.2243E+01,3.2406E+01,3.2420E+01,3.2469E+01,3.2225E+01,3.2362E+01,3.2056E+01,3.2201E+01,3.2219E+01,3.2315E+01,3.2071E+01,3.2075E+01,3.2193E+01,3.2236E+01,3.2245E+01,3.2251E+01,3.2259E+01,3.2239E+01,3.2038E+01,3.7227E+01
2.7022E+01,2.8127E+01,9.0977E+01,2.8302E+01,1.1141E+02,2.9486E+01,3.0273E+01,5.1000E+01,3.3410E+01,4.1684E+01,6.1818E+01,3.3540E+01,4.6777E+01,3.4715E+01,5.9524E+01,3.1042E+01,3.0749E+01,3.1739E+01,3.1176E+01,3.3906E+01,3.2901E+01,3.2906E+01,3.3274E+01,4.3125E+01,3.3337E+01,3.2050E+01,3.1748E+01,4.3785E+01,3.2739E+01,3.3439E+01,3.3488E+01,3.2876E+01,3.3013E+01,3.2695E+01,3.2840E+01,3.2858E+01,3.2954E+01,3.2700E+01,3.2704E+01,3.2822E+01,3.2865E+01,3.2874E+01,3.2880E+01,3.2888E+01,3.2857E+01,3.2645E+01,3.8233E+01
2.7510E+01,2.8433E+01,9.5249E+01,2.8608E+01,1.1675E+02,2.9792E+01,3.0590E+01,5.2367E+01,3.4157E+01,4.3253E+01,6.4453E+01,3.4287E+01,4.7988E+01,3.5502E+01,6.2025E+01,3.1359E+01,3.1378E+01,3.2068E+01,3.1493E+01,3.4640E+01,3.3247E+01,3.3252E+01,3.4347E+01,4.4722E+01,3.4410E+01,3.2379E+01,3.2070E+01,4.5410E+01,3.3079E+01,3.4512E+01,3.4561E+01,3.3549E+01,3.3686E+01,3.3357E+01,3.3502E+01,3.3520E+01,3.3616E+01,3.3351E+01,3.3355E+01,3.3473E+01,3.3516E+01,3.3525E+01,3.3531E+01,3.3539E+01,3.3496E+01,3.3274E+01,3.9214E+01
2.8007E+01,2.8745E+01,9.9749E+01,2.8920E+01,1.2239E+02,3.0104E+01,3.0912E+01,5.3782E+01,3.4930E+01,4.4906E+01,6.6286E+01,3.5060E+01,4.9242E+01,3.6316E+01,6.4660E+01,3.1681E+01,3.2029E+01,3.2401E+01,3.1815E+01,3.5400E+01,3.3598E+01,3.3603E+01,3.5477E+01,4.5833E+01,3.5540E+01,3.2712E+01,3.2399E+01,4.6540E+01,3.3425E+01,3.5642E+01,3.5691E+01,3.4604E+01,3.4741E+01,3.4043E+01,3.4188E+01,3.4206E+01,3.4302E+01,3.4024E+01,3.4028E+01,3.4146E+01,3.4189E+01,3.4198E+01,3.4204E+01,3.4212E+01,3.4158E+01,3.3924E+01,4.0205E+01
2.8512E+01,2.9062E+01,1.0612E+02,2.9237E+01,1.2832E+02,3.0421E+01,3.1241E+01,5.5247E+01,3.5731E+01,4.6647E+01,6.8184E+01,3.5861E+01,5.0540E+01,3.7159E+01,6.6493E+01,3.2010E+01,3.2362E+01,3.2741E+01,3.2144E+01,3.6187E+01,3.3956E+01,3.3961E+01,3.6668E+01,4.6983E+01,3.6731E+01,3.3052E+01,3.2732E+01,4.7711E+01,3.3776E+01,3.6833E+01,3.6882E+01,3.5715E+01,3.5852E+01,3.5116E+01,3.5261E+01,3.5279E+01,3.5375E+01,3.4721E+01,3.4725E+01,3.4843E+01,3.4886E+01,3.4895E+01,3.4901E+01,3.4909E+01,3.4844E+01,3.4598E+01,4.1280E+01
2.9026E+01,2.9384E+01,1.1295E+02,2.9559E+01,1.3457E+02,3.0743E+01,3.1574E+01,5.6763E+01,3.6559E+01,4.8480E+01,7.0149E+01,3.6689E+01,5.1884E+01,3.8032E+01,6.8391E+01,3.2343E+01,3.2702E+01,3.3087E+01,3.2477E+01,3.7001E+01,3.4320E+01,3.4325E+01,3.7921E+01,4.8174E+01,3.7984E+01,3.3398E+01,3.3072E+01,4.8922E+01,3.4134E+01,3.8086E+01,3.8135E+01,3.6885E+01,3.7022E+01,3.6246E+01,3.6391E+01,3.6409E+01,3.6505E+01,3.5813E+01,3.5817E+01,3.5935E+01,3.5978E+01,3.5987E+01,3.5993E+01,3.6001E+01,3.5553E+01,3.5295E+01,4.2462E+01
2.9549E+01,2.9713E+01,1.1839E+02,2.9888E+01,1.4114E+02,3.1072E+01,3.1914E+01,5.8333E+01,3.7417E+01,4.9756E+01,7.2183E+01,3.7547E+01,5.3275E+01,3.8935E+01,7.0356E+01,3.2683E+01,3.3048E+01,3.3438E+01,3.2817E+01,3.7844E+01,3.4690E+01,3.4695E+01,3.9697E+01,4.9407E+01,3.9760E+01,3.3749E+01,3.3418E+01,5.0176E+01,3.4498E+01,3.9862E+01,3.9911E+01,3.8117E+01,3.8254E+01,3.7437E+01,3.7582E+01,3.7600E+01,3.7696E+01,3.6963E+01,3.6967E+01,3.7085E+01,3.7128E+01,3.7137E+01,3.7143E+01,3.7151E+01,3.6664E+01,3.6017E+01,4.3694E+01
3.0081E+01,3.0046E+01,1.2413E+02,3.0221E+01,1.4807E+02,3.1405E+01,3.2260E+01,5.9958E+01,3.8305E+01,5.1754E+01,7.4288E+01,3.8435E+01,5.4715E+01,3.9870E+01,7.2390E+01,3.3029E+01,3.3399E+01,3.3796E+01,3.3163E+01,3.8717E+01,3.5067E+01,3.5072E+01,4.1600E+01,5.0683E+01,4.1663E+01,3.4107E+01,3.3769E+01,5.2141E+01,3.4868E+01,4.1765E+01,4.1814E+01,3.9415E+01,3.9552E+01,3.8690E+01,3.8835E+01,3.8853E+01,3.8949E+01,3.8174E+01,3.8178E+01,3.8296E+01,3.8339E+01,3.8348E+01,3.8354E+01,3.8362E+01,3.7834E+01,3.7147E+01,4.5015E+01
3.1174E+01,3.0386E+01,1.3016E+02,3.0561E+01,1.5537E+02,3.1745E+01,3.2611E+01,6.1640E+01,3.9224E+01,5.3859E+01,7.6468E+01,3.9354E+01,5.6206E+01,4.0838E+01,7.4495E+01,3.3380E+01,3.3757E+01,3.4160E+01,3.3514E+01,3.9620E+01,3.5450E+01,3.5455E+01,4.4171E+01,5.2004E+01,4.4234E+01,3.4471E+01,3.4127E+01,5.4209E+01,3.5245E+01,4.4336E+01,4.4385E+01,4.1253E+01,4.1390E+01,4.0011E+01,4.0156E+01,4.0174E+01,4.0270E+01,3.9450E+01,3.9454E+01,3.9572E+01,3.9615E+01,3.9624E+01,3.9630E+01,3.9638E+01,3.9066E+01,3.8337E+01,4.6471E+01
3.2304E+01,3.0732E+01,1.3652E+02,3.0907E+01,1.6306E+02,3.2091E+01,3.2969E+01,6.3381E+01,4.0175E+01,5.6076E+01,7.8724E+01,4.0305E+01,5.7748E+01,4.1840E+01,7.6675E+01,3.3738E+01,3.4121E+01,3.4530E+01,3.3872E+01,4.0555E+01,3.5840E+01,3.5845E+01,4.7565E+01,5.3371E+01,4.7628E+01,3.4841E+01,3.4491E+01,5.5649E+01,3.5628E+01,4.7730E+01,4.7779E+01,4.3223E+01,4.3360E+01,4.1881E+01,4.2026E+01,4.2044E+01,4.2140E+01,4.0793E+01,4.0797E+01,4.0915E+01,4.0958E+01,4.0967E+01,4.0973E+01,4.0981E+01,4.0364E+01,4.0023E+01,4.8087E+01
3.3475E+01,3.1083E+01,1.4321E+02,3.1258E+01,1.7115E+02,3.2442E+01,3.3333E+01,6.5183E+01,4.1160E+01,5.8410E+01,8.1059E+01,4.1290E+01,5.9346E+01,4.2877E+01,7.8931E+01,3.4102E+01,3.4491E+01,3.4907E+01,3.4236E+01,4.1523E+01,3.6237E+01,3.6242E+01,5.4063E+01,5.4786E+01,5.3425E+01,3.5218E+01,3.4861E+01,5.7140E+01,3.6018E+01,5.3527E+01,5.3576E+01,4.5885E+01,4.6022E+01,4.3885E+01,4.4030E+01,4.4048E+01,4.4144E+01,4.2696E+01,4.2700E+01,4.2818E+01,4.2861E+01,4.2870E+01,4.2876E+01,4.2884E+01,4.1731E+01,4.2782E+01,5.0103E+01
3.4686E+01,3.1441E+01,1.5269E+02,3.1616E+01,1.7968E+02,3.2800E+01,3.3703E+01,6.7049E+01,4.2179E+01,6.0869E+01,8.3476E+01,4.2309E+01,6.0999E+01,4.3951E+01,8.1266E+01,3.4472E+01,3.4868E+01,3.5290E+01,3.4606E+01,4.2525E+01,3.6641E+01,3.6646E+01,7.7285E+01,5.6251E+01,7.8466E+01,3.5601E+01,3.5238E+01,5.8682E+01,3.6415E+01,7.9706E+01,7.9755E+01,4.9397E+01,4.9534E+01,4.6593E+01,4.6738E+01,4.6756E+01,4.6852E+01,4.4735E+01,4.4739E+01,4.4857E+01,4.4900E+01,4.4909E+01,4.4915E+01,4.4923E+01,4.3667E+01,4.5841E+01,5.4091E+01
