elastic(x),1s5(x),1s4(x),1s3(x),1s2(x),2p10(x),2p9(x),2p8(x),2p7(x),2p6(x),2p5(x),2p4(x),2p3(x),2p2(x),2p1(x),3d6(x),3d5(x),3d3(x),3d4!(x),3d4(x),3d1!!(x),2s5(x),2s4(x),3d1!(x),3d2(x),3s1!!!!(x),3s1!!(x),3s1!!!(x),2s3(x),2s2(x),3s1!(x),4d5(x),3s4(x),4d2(x),4s1!(x),3s2(x),5d5(x),4s4(x),5d2(x),6d5(x),5s1!(x),4s2(x),5s4(x),6d2(x),high(x),ion(x),avg(x)
4.7214E+00,1.6574E+01,1.6650E+01,1.6749E+01,1.6854E+01,1.7933E+01,1.8102E+01,1.8121E+01,1.8179E+01,1.8198E+01,1.8299E+01,1.8309E+01,1.8328E+01,1.8354E+01,1.8506E+01,1.8871E+01,1.8890E+01,1.8929E+01,1.9005E+01,1.9039E+01,1.9089E+01,1.9094E+01,1.9116E+01,1.9125E+01,1.9179E+01,1.9240E+01,1.9260E+01,1.9262E+01,1.9267E+01,1.9281E+01,1.9330E+01,1.9737E+01,1.9874E+01,1.9885E+01,2.0030E+01,2.0048E+01,2.0144E+01,2.0212E+01,2.0216E+01,2.0334E+01,2.0377E+01,2.0386E+01,2.0392E+01,2.0400E+01,2.0686E+01,2.0785E+01,1.9042E+01
4.8210E+00,1.6679E+01,1.6755E+01,1.6854E+01,1.6959E+01,1.8038E+01,1.8207E+01,1.8226E+01,1.8284E+01,1.8303E+01,1.8404E+01,1.8414E+01,1.8433E+01,1.8459E+01,1.8611E+01,1.8976E+01,1.8995E+01,1.9034E+01,1.9110E+01,1.9144E+01,1.9194E+01,1.9199E+01,1.9221E+01,1.9230E+01,1.9284E+01,1.9345E+01,1.9365E+01,1.9367E+01,1.9372E+01,1.9386E+01,1.9435E+01,1.9842E+01,1.9979E+01,1.9990E+01,2.0135E+01,2.0153E+01,2.0249E+01,2.0317E+01,2.0321E+01,2.0439E+01,2.0482E+01,2.0491E+01,2.0497E+01,2.0505E+01,2.0791E+01,2.0890E+01,1.9147E+01
4.9224E+00,1.6785E+01,1.6861E+01,1.6960E+01,1.7065E+01,1.8144E+01,1.8313E+01,1.8332E+01,1.8390E+01,1.8409E+01,1.8510E+01,1.8520E+01,1.8539E+01,1.8565E+01,1.8717E+01,1.9082E+01,1.9101E+01,1.9140E+01,1.9216E+01,1.9250E+01,1.9300E+01,1.9305E+01,1.9327E+01,1.9336E+01,1.9390E+01,1.9451E+01,1.9471E+01,1.9473E+01,1.9478E+01,1.9492E+01,1.9541E+01,1.9948E+01,2.0085E+01,2.0096E+01,2.0241E+01,2.0259E+01,2.0355E+01,2.0423E+01,2.0427E+01,2.0545E+01,2.0588E+01,2.0597E+01,2.0603E+01,2.0611E+01,2.0897E+01,2.0997E+01,1.9253E+01
5.0256E+00,1.6894E+01,1.6970E+01,1.7069E+01,1.7174E+01,1.8253E+01,1.8422E+01,1.8441E+01,1.8499E+01,1.8518E+01,1.8619E+01,1.8629E+01,1.8648E+01,1.8674E+01,1.8826E+01,1.9191E+01,1.9210E+01,1.9249E+01,1.9325E+01,1.9359E+01,1.9409E+01,1.9414E+01,1.9436E+01,1.9445E+01,1.9499E+01,1.9560E+01,1.9580E+01,1.9582E+01,1.9587E+01,1.9601E+01,1.9650E+01,2.0057E+01,2.0194E+01,2.0205E+01,2.0350E+01,2.0368E+01,2.0464E+01,2.0532E+01,2.0536E+01,2.0654E+01,2.0697E+01,2.0706E+01,2.0712E+01,2.0720E+01,2.1006E+01,2.1106E+01,1.9362E+01
5.1306E+00,1.7005E+01,1.7081E+01,1.7180E+01,1.7285E+01,1.8364E+01,1.8533E+01,1.8552E+01,1.8610E+01,1.8629E+01,1.8730E+01,1.8740E+01,1.8759E+01,1.8785E+01,1.8937E+01,1.9302E+01,1.9321E+01,1.9360E+01,1.9436E+01,1.9470E+01,1.9520E+01,1.9525E+01,1.9547E+01,1.9556E+01,1.9610E+01,1.9671E+01,1.9691E+01,1.9693E+01,1.9698E+01,1.9712E+01,1.9761E+01,2.0168E+01,2.0305E+01,2.0316E+01,2.0461E+01,2.0479E+01,2.0575E+01,2.0643E+01,2.0647E+01,2.0765E+01,2.0808E+01,2.0817E+01,2.0823E+01,2.0831E+01,2.1117E+01,2.1216E+01,1.9473E+01
5.2373E+00,1.7117E+01,1.7193E+01,1.7292E+01,1.7397E+01,1.8476E+01,1.8645E+01,1.8664E+01,1.8722E+01,1.8741E+01,1.8842E+01,1.8852E+01,1.8871E+01,1.8897E+01,1.9049E+01,1.9414E+01,1.9433E+01,1.9472E+01,1.9548E+01,1.9582E+01,1.9632E+01,1.9637E+01,1.9659E+01,1.9668E+01,1.9722E+01,1.9783E+01,1.9803E+01,1.9805E+01,1.9810E+01,1.9824E+01,1.9873E+01,2.0280E+01,2.0417E+01,2.0428E+01,2.0573E+01,2.0591E+01,2.0687E+01,2.0755E+01,2.0759E+01,2.0877E+01,2.0920E+01,2.0929E+01,2.0935E+01,2.0943E+01,2.1229E+01,2.1329E+01,1.9585E+01
5.3460E+00,1.7231E+01,1.7307E+01,1.7406E+01,1.7511E+01,1.8590E+01,1.8759E+01,1.8778E+01,1.8836E+01,1.8855E+01,1.8956E+01,1.8966E+01,1.8985E+01,1.9011E+01,1.9163E+01,1.9528E+01,1.9547E+01,1.9586E+01,1.9662E+01,1.9696E+01,1.9746E+01,1.9751E+01,1.9773E+01,1.9782E+01,1.9836E+01,1.9897E+01,1.9917E+01,1.9919E+01,1.9924E+01,1.9938E+01,1.9987E+01,2.0394E+01,2.0531E+01,2.0542E+01,2.0687E+01,2.0705E+01,2.0801E+01,2.0869E+01,2.0873E+01,2.0991E+01,2.1034E+01,2.1043E+01,2.1049E+01,2.1057E+01,2.1343E+01,2.1443E+01,1.9699E+01
5.4565E+00,1.7348E+01,1.7424E+01,1.7523E+01,1.7628E+01,1.8707E+01,1.8876E+01,1.8895E+01,1.8953E+01,1.8972E+01,1.9073E+01,1.9083E+01,1.9102E+01,1.9128E+01,1.9280E+01,1.9645E+01,1.9664E+01,1.9703E+01,1.9779E+01,1.9813E+01,1.9863E+01,1.9868E+01,1.9890E+01,1.9899E+01,1.9953E+01,2.0014E+01,2.0034E+01,2.0036E+01,2.0041E+01,2.0055E+01,2.0104E+01,2.0511E+01,2.0648E+01,2.0659E+01,2.0804E+01,2.0822E+01,2.0918E+01,2.0986E+01,2.0990E+01,2.1108E+01,2.1151E+01,2.1160E+01,2.1166E+01,2.1174E+01,2.1460E+01,2.1559E+01,1.9816E+01
5.5690E+00,1.7466E+01,1.7542E+01,1.7641E+01,1.7746E+01,1.8825E+01,1.8994E+01,1.9013E+01,1.9071E+01,1.9090E+01,1.9191E+01,1.9201E+01,1.9220E+01,1.9246E+01,1.9398E+01,1.9763E+01,1.9782E+01,1.9821E+01,1.9897E+01,1.9931E+01,1.9981E+01,1.9986E+01,2.0008E+01,2.0017E+01,2.0071E+01,2.0132E+01,2.0152E+01,2.0154E+01,2.0159E+01,2.0173E+01,2.0222E+01,2.0629E+01,2.0766E+01,2.0777E+01,2.0922E+01,2.0940E+01,2.1036E+01,2.1104E+01,2.1108E+01,2.1226E+01,2.1269E+01,2.1278E+01,2.1284E+01,2.1292E+01,2.1578E+01,2.1678E+01,1.9934E+01
5.6834E+00,1.7587E+01,1.7663E+01,1.7762E+01,1.7867E+01,1.8946E+01,1.9115E+01,1.9134E+01,1.9192E+01,1.9211E+01,1.9312E+01,1.9322E+01,1.9341E+01,1.9367E+01,1.9519E+01,1.9884E+01,1.9903E+01,1.9942E+01,2.0018E+01,2.0052E+01,2.0102E+01,2.0107E+01,2.0129E+01,2.0138E+01,2.0192E+01,2.0253E+01,2.0273E+01,2.0275E+01,2.0280E+01,2.0294E+01,2.0343E+01,2.0750E+01,2.0887E+01,2.0898E+01,2.1043E+01,2.1061E+01,2.1157E+01,2.1225E+01,2.1229E+01,2.1347E+01,2.1390E+01,2.1399E+01,2.1405E+01,2.1413E+01,2.1699E+01,2.1798E+01,2.0055E+01
5.7999E+00,1.7709E+01,1.7785E+01,1.7884E+01,1.7989E+01,1.9068E+01,1.9237E+01,1.9256E+01,1.9314E+01,1.9333E+01,1.9434E+01,1.9444E+01,1.9463E+01,1.9489E+01,1.9641E+01,2.0006E+01,2.0025E+01,2.0064E+01,2.0140E+01,2.0174E+01,2.0224E+01,2.0229E+01,2.0251E+01,2.0260E+01,2.0314E+01,2.0375E+01,2.0395E+01,2.0397E+01,2.0402E+01,2.0416E+01,2.0465E+01,2.0872E+01,2.1009E+01,2.1020E+01,2.1165E+01,2.1183E+01,2.1279E+01,2.1347E+01,2.1351E+01,2.1469E+01,2.1512E+01,2.1521E+01,2.1527E+01,2.1535E+01,2.1821E+01,2.1921E+01,2.0177E+01
5.9183E+00,1.7834E+01,1.7910E+01,1.8009E+01,1.8114E+01,1.9193E+01,1.9362E+01,1.9381E+01,1.9439E+01,1.9458E+01,1.9559E+01,1.9569E+01,1.9588E+01,1.9614E+01,1.9766E+01,2.0131E+01,2.0150E+01,2.0189E+01,2.0265E+01,2.0299E+01,2.0349E+01,2.0354E+01,2.0376E+01,2.0385E+01,2.0439E+01,2.0500E+01,2.0520E+01,2.0522E+01,2.0527E+01,2.0541E+01,2.0590E+01,2.0997E+01,2.1134E+01,2.1145E+01,2.1290E+01,2.1308E+01,2.1404E+01,2.1472E+01,2.1476E+01,2.1594E+01,2.1637E+01,2.1646E+01,2.1652E+01,2.1660E+01,2.1946E+01,2.2046E+01,2.0302E+01
6.0388E+00,1.7961E+01,1.8037E+01,1.8136E+01,1.8241E+01,1.9320E+01,1.9489E+01,1.9508E+01,1.9566E+01,1.9585E+01,1.9686E+01,1.9696E+01,1.9715E+01,1.9741E+01,1.9893E+01,2.0258E+01,2.0277E+01,2.0316E+01,2.0392E+01,2.0426E+01,2.0476E+01,2.0481E+01,2.0503E+01,2.0512E+01,2.0566E+01,2.0627E+01,2.0647E+01,2.0649E+01,2.0654E+01,2.0668E+01,2.0717E+01,2.1124E+01,2.1261E+01,2.1272E+01,2.1417E+01,2.1435E+01,2.1531E+01,2.1599E+01,2.1603E+01,2.1721E+01,2.1764E+01,2.1773E+01,2.1779E+01,2.1787E+01,2.2073E+01,2.2173E+01,2.0429E+01
6.1614E+00,1.8090E+01,1.8166E+01,1.8265E+01,1.8370E+01,1.9449E+01,1.9618E+01,1.9637E+01,1.9695E+01,1.9714E+01,1.9815E+01,1.9825E+01,1.9844E+01,1.9870E+01,2.0022E+01,2.0387E+01,2.0406E+01,2.0445E+01,2.0521E+01,2.0555E+01,2.0605E+01,2.0610E+01,2.0632E+01,2.0641E+01,2.0695E+01,2.0756E+01,2.0776E+01,2.0778E+01,2.0783E+01,2.0797E+01,2.0846E+01,2.1253E+01,2.1390E+01,2.1401E+01,2.1546E+01,2.1564E+01,2.1660E+01,2.1728E+01,2.1732E+01,2.1850E+01,2.1893E+01,2.1902E+01,2.1908E+01,2.1916E+01,2.2202E+01,2.2302E+01,2.0558E+01
6.2862E+00,1.8222E+01,1.8298E+01,1.8397E+01,1.8502E+01,1.9581E+01,1.9750E+01,1.9769E+01,1.9827E+01,1.9846E+01,1.9947E+01,1.9957E+01,1.9976E+01,2.0002E+01,2.0154E+01,2.0519E+01,2.0538E+01,2.0577E+01,2.0653E+01,2.0687E+01,2.0737E+01,2.0742E+01,2.0764E+01,2.0773E+01,2.0827E+01,2.0888E+01,2.0908E+01,2.0910E+01,2.0915E+01,2.0929E+01,2.0978E+01,2.1385E+01,2.1522E+01,2.1533E+01,2.1678E+01,2.1696E+01,2.1792E+01,2.1860E+01,2.1864E+01,2.1982E+01,2.2025E+01,2.2034E+01,2.2040E+01,2.2048E+01,2.2334E+01,2.2433E+01,2.0690E+01
6.4131E+00,1.8355E+01,1.8431E+01,1.8530E+01,1.8635E+01,1.9714E+01,1.9883E+01,1.9902E+01,1.9960E+01,1.9979E+01,2.0080E+01,2.0090E+01,2.0109E+01,2.0135E+01,2.0287E+01,2.0652E+01,2.0671E+01,2.0710E+01,2.0786E+01,2.0820E+01,2.0870E+01,2.0875E+01,2.0897E+01,2.0906E+01,2.0960E+01,2.1021E+01,2.1041E+01,2.1043E+01,2.1048E+01,2.1062E+01,2.1111E+01,2.1518E+01,2.1655E+01,2.1666E+01,2.1811E+01,2.1829E+01,2.1925E+01,2.1993E+01,2.1997E+01,2.2115E+01,2.2158E+01,2.2167E+01,2.2173E+01,2.2181E+01,2.2467E+01,2.2567E+01,2.0823E+01
6.5422E+00,1.8491E+01,1.8567E+01,1.8666E+01,1.8771E+01,1.9850E+01,2.0019E+01,2.0038E+01,2.0096E+01,2.0115E+01,2.0216E+01,2.0226E+01,2.0245E+01,2.0271E+01,2.0423E+01,2.0788E+01,2.0807E+01,2.0846E+01,2.0922E+01,2.0956E+01,2.1006E+01,2.1011E+01,2.1033E+01,2.1042E+01,2.1096E+01,2.1157E+01,2.1177E+01,2.1179E+01,2.1184E+01,2.1198E+01,2.1247E+01,2.1654E+01,2.1791E+01,2.1802E+01,2.1947E+01,2.1965E+01,2.2061E+01,2.2129E+01,2.2133E+01,2.2251E+01,2.2294E+01,2.2303E+01,2.2309E+01,2.2317E+01,2.2603E+01,2.2703E+01,2.0959E+01
6.6736E+00,1.8630E+01,1.8706E+01,1.8805E+01,1.8910E+01,1.9989E+01,2.0158E+01,2.0177E+01,2.0235E+01,2.0254E+01,2.0355E+01,2.0365E+01,2.0384E+01,2.0410E+01,2.0562E+01,2.0927E+01,2.0946E+01,2.0985E+01,2.1061E+01,2.1095E+01,2.1145E+01,2.1150E+01,2.1172E+01,2.1181E+01,2.1235E+01,2.1296E+01,2.1316E+01,2.1318E+01,2.1323E+01,2.1337E+01,2.1386E+01,2.1793E+01,2.1930E+01,2.1941E+01,2.2086E+01,2.2104E+01,2.2200E+01,2.2268E+01,2.2272E+01,2.2390E+01,2.2433E+01,2.2442E+01,2.2448E+01,2.2456E+01,2.2742E+01,2.2841E+01,2.1098E+01
6.8073E+00,1.8770E+01,1.8846E+01,1.8945E+01,1.9050E+01,2.0129E+01,2.0298E+01,2.0317E+01,2.0375E+01,2.0394E+01,2.0495E+01,2.0505E+01,2.0524E+01,2.0550E+01,2.0702E+01,2.1067E+01,2.1086E+01,2.1125E+01,2.1201E+01,2.1235E+01,2.1285E+01,2.1290E+01,2.1312E+01,2.1321E+01,2.1375E+01,2.1436E+01,2.1456E+01,2.1458E+01,2.1463E+01,2.1477E+01,2.1526E+01,2.1933E+01,2.2070E+01,2.2081E+01,2.2226E+01,2.2244E+01,2.2340E+01,2.2408E+01,2.2412E+01,2.2530E+01,2.2573E+01,2.2582E+01,2.2588E+01,2.2596E+01,2.2882E+01,2.2982E+01,2.1238E+01
6.9433E+00,1.8914E+01,1.8990E+01,1.9089E+01,1.9194E+01,2.0273E+01,2.0442E+01,2.0461E+01,2.0519E+01,2.0538E+01,2.0639E+01,2.0649E+01,2.0668E+01,2.0694E+01,2.0846E+01,2.1211E+01,2.1230E+01,2.1269E+01,2.1345E+01,2.1379E+01,2.1429E+01,2.1434E+01,2.1456E+01,2.1465E+01,2.1519E+01,2.1580E+01,2.1600E+01,2.1602E+01,2.1607E+01,2.1621E+01,2.1670E+01,2.2077E+01,2.2214E+01,2.2225E+01,2.2370E+01,2.2388E+01,2.2484E+01,2.2552E+01,2.2556E+01,2.2674E+01,2.2717E+01,2.2726E+01,2.2732E+01,2.2740E+01,2.3026E+01,2.3125E+01,2.1382E+01
7.0816E+00,1.9059E+01,1.9135E+01,1.9234E+01,1.9339E+01,2.0418E+01,2.0587E+01,2.0606E+01,2.0664E+01,2.0683E+01,2.0784E+01,2.0794E+01,2.0813E+01,2.0839E+01,2.0991E+01,2.1356E+01,2.1375E+01,2.1414E+01,2.1490E+01,2.1524E+01,2.1574E+01,2.1579E+01,2.1601E+01,2.1610E+01,2.1664E+01,2.1725E+01,2.1745E+01,2.1747E+01,2.1752E+01,2.1766E+01,2.1815E+01,2.2222E+01,2.2359E+01,2.2370E+01,2.2515E+01,2.2533E+01,2.2629E+01,2.2697E+01,2.2701E+01,2.2819E+01,2.2862E+01,2.2871E+01,2.2877E+01,2.2885E+01,2.3171E+01,2.3271E+01,2.1527E+01
7.3657E+00,1.9208E+01,1.9284E+01,1.9383E+01,1.9488E+01,2.0567E+01,2.0736E+01,2.0755E+01,2.0813E+01,2.0832E+01,2.0933E+01,2.0943E+01,2.0962E+01,2.0988E+01,2.1140E+01,2.1505E+01,2.1524E+01,2.1563E+01,2.1639E+01,2.1673E+01,2.1723E+01,2.1728E+01,2.1750E+01,2.1759E+01,2.1813E+01,2.1874E+01,2.1894E+01,2.1896E+01,2.1901E+01,2.1915E+01,2.1964E+01,2.2371E+01,2.2508E+01,2.2519E+01,2.2664E+01,2.2682E+01,2.2778E+01,2.2846E+01,2.2850E+01,2.2968E+01,2.3011E+01,2.3020E+01,2.3026E+01,2.3034E+01,2.3320E+01,2.3419E+01,2.1676E+01
7.6596E+00,1.9358E+01,1.9434E+01,1.9533E+01,1.9638E+01,2.0717E+01,2.0886E+01,2.0905E+01,2.0963E+01,2.0982E+01,2.1083E+01,2.1093E+01,2.1112E+01,2.1138E+01,2.1290E+01,2.1655E+01,2.1674E+01,2.1713E+01,2.1789E+01,2.1823E+01,2.1873E+01,2.1878E+01,2.1900E+01,2.1909E+01,2.1963E+01,2.2024E+01,2.2044E+01,2.2046E+01,2.2051E+01,2.2065E+01,2.2114E+01,2.2521E+01,2.2658E+01,2.2669E+01,2.2814E+01,2.2832E+01,2.2928E+01,2.2996E+01,2.3000E+01,2.3118E+01,2.3161E+01,2.3170E+01,2.3176E+01,2.3184E+01,2.3470E+01,2.3570E+01,2.1826E+01
7.9640E+00,1.9512E+01,1.9588E+01,1.9687E+01,1.9792E+01,2.0871E+01,2.1040E+01,2.1059E+01,2.1117E+01,2.1136E+01,2.1237E+01,2.1247E+01,2.1266E+01,2.1292E+01,2.1444E+01,2.1809E+01,2.1828E+01,2.1867E+01,2.1943E+01,2.1977E+01,2.2027E+01,2.2032E+01,2.2054E+01,2.2063E+01,2.2117E+01,2.2178E+01,2.2198E+01,2.2200E+01,2.2205E+01,2.2219E+01,2.2268E+01,2.2675E+01,2.2812E+01,2.2823E+01,2.2968E+01,2.2986E+01,2.3082E+01,2.3150E+01,2.3154E+01,2.3272E+01,2.3315E+01,2.3324E+01,2.3330E+01,2.3338E+01,2.3624E+01,2.3724E+01,2.1980E+01
8.2790E+00,1.9668E+01,1.9744E+01,1.9843E+01,1.9948E+01,2.1027E+01,2.1196E+01,2.1215E+01,2.1273E+01,2.1292E+01,2.1393E+01,2.1403E+01,2.1422E+01,2.1448E+01,2.1600E+01,2.1965E+01,2.1984E+01,2.2023E+01,2.2099E+01,2.2133E+01,2.2183E+01,2.2188E+01,2.2210E+01,2.2219E+01,2.2273E+01,2.2334E+01,2.2354E+01,2.2356E+01,2.2361E+01,2.2375E+01,2.2424E+01,2.2831E+01,2.2968E+01,2.2979E+01,2.3124E+01,2.3142E+01,2.3238E+01,2.3306E+01,2.3310E+01,2.3428E+01,2.3471E+01,2.3480E+01,2.3486E+01,2.3494E+01,2.3780E+01,2.3880E+01,2.2136E+01
8.6051E+00,1.9827E+01,1.9903E+01,2.0002E+01,2.0107E+01,2.1186E+01,2.1355E+01,2.1374E+01,2.1432E+01,2.1451E+01,2.1552E+01,2.1562E+01,2.1581E+01,2.1607E+01,2.1759E+01,2.2124E+01,2.2143E+01,2.2182E+01,2.2258E+01,2.2292E+01,2.2342E+01,2.2347E+01,2.2369E+01,2.2378E+01,2.2432E+01,2.2493E+01,2.2513E+01,2.2515E+01,2.2520E+01,2.2534E+01,2.2583E+01,2.2990E+01,2.3127E+01,2.3138E+01,2.3283E+01,2.3301E+01,2.3397E+01,2.3465E+01,2.3469E+01,2.3587E+01,2.3630E+01,2.3639E+01,2.3645E+01,2.3653E+01,2.3939E+01,2.4039E+01,2.2295E+01
8.9426E+00,1.9989E+01,2.0065E+01,2.0164E+01,2.0269E+01,2.1348E+01,2.1517E+01,2.1536E+01,2.1594E+01,2.1613E+01,2.1714E+01,2.1724E+01,2.1743E+01,2.1769E+01,2.1921E+01,2.2286E+01,2.2305E+01,2.2344E+01,2.2420E+01,2.2454E+01,2.2504E+01,2.2509E+01,2.2531E+01,2.2540E+01,2.2594E+01,2.2655E+01,2.2675E+01,2.2677E+01,2.2682E+01,2.2696E+01,2.2745E+01,2.3152E+01,2.3289E+01,2.3300E+01,2.3445E+01,2.3463E+01,2.3559E+01,2.3627E+01,2.3631E+01,2.3749E+01,2.3792E+01,2.3801E+01,2.3807E+01,2.3815E+01,2.4101E+01,2.4200E+01,2.2457E+01
9.2920E+00,2.0153E+01,2.0229E+01,2.0328E+01,2.0433E+01,2.1512E+01,2.1681E+01,2.1700E+01,2.1758E+01,2.1777E+01,2.1878E+01,2.1888E+01,2.1907E+01,2.1933E+01,2.2085E+01,2.2450E+01,2.2469E+01,2.2508E+01,2.2584E+01,2.2618E+01,2.2668E+01,2.2673E+01,2.2695E+01,2.2704E+01,2.2758E+01,2.2819E+01,2.2839E+01,2.2841E+01,2.2846E+01,2.2860E+01,2.2909E+01,2.3316E+01,2.3453E+01,2.3464E+01,2.3609E+01,2.3627E+01,2.3723E+01,2.3791E+01,2.3795E+01,2.3913E+01,2.3956E+01,2.3965E+01,2.3971E+01,2.3979E+01,2.4265E+01,2.4365E+01,2.2621E+01
9.6537E+00,2.0320E+01,2.0396E+01,2.0495E+01,2.0600E+01,2.1679E+01,2.1848E+01,2.1867E+01,2.1925E+01,2.1944E+01,2.2045E+01,2.2055E+01,2.2074E+01,2.2100E+01,2.2252E+01,2.2617E+01,2.2636E+01,2.2675E+01,2.2751E+01,2.2785E+01,2.2835E+01,2.2840E+01,2.2862E+01,2.2871E+01,2.2925E+01,2.2986E+01,2.3006E+01,2.3008E+01,2.3013E+01,2.3027E+01,2.3076E+01,2.3483E+01,2.3620E+01,2.3631E+01,2.3776E+01,2.3794E+01,2.3890E+01,2.3958E+01,2.3962E+01,2.4080E+01,2.4123E+01,2.4132E+01,2.4138E+01,2.4146E+01,2.4432E+01,2.4532E+01,2.2788E+01
1.0028E+01,2.0491E+01,2.0567E+01,2.0666E+01,2.0771E+01,2.1850E+01,2.2019E+01,2.2038E+01,2.2096E+01,2.2115E+01,2.2216E+01,2.2226E+01,2.2245E+01,2.2271E+01,2.2423E+01,2.2788E+01,2.2807E+01,2.2846E+01,2.2922E+01,2.2956E+01,2.3006E+01,2.3011E+01,2.3033E+01,2.3042E+01,2.3096E+01,2.3157E+01,2.3177E+01,2.3179E+01,2.3184E+01,2.3198E+01,2.3247E+01,2.3654E+01,2.3791E+01,2.3802E+01,2.3947E+01,2.3965E+01,2.4061E+01,2.4129E+01,2.4133E+01,2.4251E+01,2.4294E+01,2.4303E+01,2.4309E+01,2.4317E+01,2.4603E+01,2.4702E+01,2.2959E+01
1.0614E+01,2.0664E+01,2.0740E+01,2.0839E+01,2.0944E+01,2.2023E+01,2.2192E+01,2.2211E+01,2.2269E+01,2.2288E+01,2.2389E+01,2.2399E+01,2.2418E+01,2.2444E+01,2.2596E+01,2.2961E+01,2.2980E+01,2.3019E+01,2.3095E+01,2.3129E+01,2.3179E+01,2.3184E+01,2.3206E+01,2.3215E+01,2.3269E+01,2.3330E+01,2.3350E+01,2.3352E+01,2.3357E+01,2.3371E+01,2.3420E+01,2.3827E+01,2.3964E+01,2.3975E+01,2.4120E+01,2.4138E+01,2.4234E+01,2.4302E+01,2.4306E+01,2.4424E+01,2.4467E+01,2.4476E+01,2.4482E+01,2.4490E+01,2.4776E+01,2.4875E+01,2.3132E+01
1.2568E+01,2.0840E+01,2.0916E+01,2.1015E+01,2.1120E+01,2.2199E+01,2.2368E+01,2.2387E+01,2.2445E+01,2.2464E+01,2.2565E+01,2.2575E+01,2.2594E+01,2.2620E+01,2.2772E+01,2.3137E+01,2.3156E+01,2.3195E+01,2.3271E+01,2.3305E+01,2.3355E+01,2.3360E+01,2.3382E+01,2.3391E+01,2.3445E+01,2.3506E+01,2.3526E+01,2.3528E+01,2.3533E+01,2.3547E+01,2.3596E+01,2.4003E+01,2.4140E+01,2.4151E+01,2.4296E+01,2.4314E+01,2.4410E+01,2.4478E+01,2.4482E+01,2.4600E+01,2.4643E+01,2.4652E+01,2.4658E+01,2.4666E+01,2.4952E+01,2.5052E+01,2.3308E+01
1.3044E+01,2.1019E+01,2.1095E+01,2.1194E+01,2.1299E+01,2.2378E+01,2.2547E+01,2.2566E+01,2.2624E+01,2.2643E+01,2.2744E+01,2.2754E+01,2.2773E+01,2.2799E+01,2.2951E+01,2.3316E+01,2.3335E+01,2.3374E+01,2.3450E+01,2.3484E+01,2.3534E+01,2.3539E+01,2.3561E+01,2.3570E+01,2.3624E+01,2.3685E+01,2.3705E+01,2.3707E+01,2.3712E+01,2.3726E+01,2.3775E+01,2.4182E+01,2.4319E+01,2.4330E+01,2.4475E+01,2.4493E+01,2.4589E+01,2.4657E+01,2.4661E+01,2.4779E+01,2.4822E+01,2.4831E+01,2.4837E+01,2.4845E+01,2.5131E+01,2.5231E+01,2.3487E+01
1.3538E+01,2.1202E+01,2.1278E+01,2.1377E+01,2.1482E+01,2.2561E+01,2.2730E+01,2.2749E+01,2.2807E+01,2.2826E+01,2.2927E+01,2.2937E+01,2.2956E+01,2.2982E+01,2.3134E+01,2.3499E+01,2.3518E+01,2.3557E+01,2.3633E+01,2.3667E+01,2.3717E+01,2.3722E+01,2.3744E+01,2.3753E+01,2.3807E+01,2.3868E+01,2.3888E+01,2.3890E+01,2.3895E+01,2.3909E+01,2.3958E+01,2.4365E+01,2.4502E+01,2.4513E+01,2.4658E+01,2.4676E+01,2.4772E+01,2.4840E+01,2.4844E+01,2.4962E+01,2.5005E+01,2.5014E+01,2.5020E+01,2.5028E+01,2.5314E+01,2.5413E+01,2.3670E+01
1.4049E+01,2.1387E+01,2.1463E+01,2.1562E+01,2.1667E+01,2.2746E+01,2.2915E+01,2.2934E+01,2.2992E+01,2.3011E+01,2.3112E+01,2.3122E+01,2.3141E+01,2.3167E+01,2.3319E+01,2.3684E+01,2.3703E+01,2.3742E+01,2.3818E+01,2.3852E+01,2.3902E+01,2.3907E+01,2.3929E+01,2.3938E+01,2.3992E+01,2.4053E+01,2.4073E+01,2.4075E+01,2.4080E+01,2.4094E+01,2.4143E+01,2.4550E+01,2.4687E+01,2.4698E+01,2.4843E+01,2.4861E+01,2.4957E+01,2.5025E+01,2.5029E+01,2.5147E+01,2.5190E+01,2.5199E+01,2.5205E+01,2.5213E+01,2.5499E+01,2.5599E+01,2.3855E+01
1.4578E+01,2.1576E+01,2.1652E+01,2.1751E+01,2.1856E+01,2.2935E+01,2.3104E+01,2.3123E+01,2.3181E+01,2.3200E+01,2.3301E+01,2.3311E+01,2.3330E+01,2.3356E+01,2.3508E+01,2.3873E+01,2.3892E+01,2.3931E+01,2.4007E+01,2.4041E+01,2.4091E+01,2.4096E+01,2.4118E+01,2.4127E+01,2.4181E+01,2.4242E+01,2.4262E+01,2.4264E+01,2.4269E+01,2.4283E+01,2.4332E+01,2.4739E+01,2.4876E+01,2.4887E+01,2.5032E+01,2.5050E+01,2.5146E+01,2.5214E+01,2.5218E+01,2.5336E+01,2.5379E+01,2.5388E+01,2.5394E+01,2.5402E+01,2.5688E+01,2.5788E+01,2.4044E+01
