elastic(y),1s5(y),1s4(y),1s3(y),1s2(y),2p10(y),2p9(y),2p8(y),2p7(y),2p6(y),2p5(y),2p4(y),2p3(y),2p2(y),2p1(y),3d6(y),3d5(y),3d3(y),3d4!(y),3d4(y),3d1!!(y),2s5(y),2s4(y),3d1!(y),3d2(y),3s1!!!!(y),3s1!!(y),3s1!!!(y),2s3(y),2s2(y),3s1!(y),4d5(y),3s4(y),4d2(y),4s1!(y),3s2(y),5d5(y),4s4(y),5d2(y),6d5(y),5s1!(y),4s2(y),5s4(y),6d2(y),high(y),ion(y),avg(y)
7.6512E-20,6.0985E-22,6.8411E-22,1.2341E-22,1.2100E-21,1.8731E-22,2.8302E-22,1.9051E-22,1.6498E-22,1.9436E-22,9.1666E-23,1.6432E-22,1.2590E-22,7.6022E-23,3.1382E-22,1.0943E-22,5.4685E-22,4.4751E-22,4.1075E-22,1.5879E-22,1.8204E-22,1.8207E-22,5.4072E-23,4.2225E-23,1.5341E-22,2.3332E-22,1.4284E-22,6.4656E-23,3.6587E-23,2.2269E-23,1.8415E-22,3.4647E-24,2.5461E-23,8.5367E-23,3.5688E-23,3.7416E-23,6.8263E-24,6.9871E-23,6.9810E-23,1.1976E-24,8.0678E-25,1.1683E-24,2.0498E-23,4.5646E-23,2.0109E-22,8.0200E-21,1.8169E-22
7.8611E-20,6.1613E-22,6.9059E-22,1.2408E-22,1.2354E-21,1.8963E-22,2.8512E-22,1.9189E-22,1.6697E-22,1.9657E-22,9.3214E-23,1.6631E-22,1.2845E-22,7.6354E-23,3.1902E-22,1.0910E-22,5.4519E-22,4.4640E-22,4.0964E-22,1.5935E-22,1.8260E-22,1.8262E-22,5.5530E-23,4.2778E-23,1.5756E-22,2.3299E-22,1.4262E-22,6.5540E-23,3.6698E-23,2.2872E-23,1.8914E-22,3.5598E-24,2.6162E-23,8.7717E-23,3.6674E-23,3.8451E-23,7.0155E-24,7.1811E-23,7.1748E-23,1.2310E-24,8.2927E-25,1.2009E-24,2.1069E-23,4.6919E-23,2.0673E-22,8.1769E-21,1.8367E-22
8.0747E-20,6.1928E-22,6.9700E-22,1.2475E-22,1.2613E-21,1.9200E-22,2.8726E-22,1.9330E-22,1.6900E-22,1.9882E-22,9.4788E-23,1.6834E-22,1.3103E-22,7.6691E-23,3.2386E-22,1.0876E-22,5.4350E-22,4.4528E-22,4.0852E-22,1.5991E-22,1.8316E-22,1.8319E-22,5.7010E-23,4.3340E-23,1.6177E-22,2.3265E-22,1.4239E-22,6.6440E-23,3.6810E-23,2.3485E-23,1.9421E-22,3.6563E-24,2.6874E-23,9.0105E-23,3.7677E-23,3.9502E-23,7.2078E-24,7.3782E-23,7.3718E-23,1.2649E-24,8.5213E-25,1.2340E-24,2.1650E-23,4.8213E-23,2.1247E-22,8.3366E-21,1.8559E-22
8.2920E-20,6.2248E-22,7.0352E-22,1.2544E-22,1.2876E-21,1.9440E-22,2.8943E-22,1.9473E-22,1.7106E-22,2.0111E-22,9.6390E-23,1.7040E-22,1.3367E-22,7.7017E-23,3.2821E-22,1.0841E-22,5.4179E-22,4.4414E-22,4.0738E-22,1.6048E-22,1.8373E-22,1.8376E-22,5.8513E-23,4.3912E-23,1.6604E-22,2.3231E-22,1.4217E-22,6.7356E-23,3.6924E-23,2.4107E-23,1.9936E-22,3.7544E-24,2.7597E-23,9.2531E-23,3.8695E-23,4.0570E-23,7.4031E-24,7.5786E-23,7.5720E-23,1.2993E-24,8.7536E-25,1.2677E-24,2.2241E-23,4.9529E-23,2.1831E-22,8.4991E-21,1.8753E-22
8.5131E-20,6.2574E-22,7.1016E-22,1.2614E-22,1.3144E-21,1.9684E-22,2.9164E-22,1.9619E-22,1.7315E-22,2.0344E-22,9.7801E-23,1.7150E-22,1.3573E-22,7.7192E-23,3.3263E-22,1.0807E-22,5.4004E-22,4.4297E-22,4.0621E-22,1.6106E-22,1.8431E-22,1.8434E-22,6.0037E-23,4.4494E-23,1.7037E-22,2.3188E-22,1.4183E-22,6.8143E-23,3.7000E-23,2.4738E-23,2.0459E-22,3.8539E-24,2.8332E-23,9.4995E-23,3.9729E-23,4.1655E-23,7.6016E-24,7.7821E-23,7.7754E-23,1.3343E-24,8.9898E-25,1.3019E-24,2.2841E-23,5.0866E-23,2.2425E-22,8.6692E-21,1.8945E-22
8.7380E-20,6.2906E-22,7.1691E-22,1.2685E-22,1.3417E-21,1.9933E-22,2.9389E-22,1.9767E-22,1.7450E-22,2.0454E-22,9.9104E-23,1.7221E-22,1.3775E-22,7.7369E-23,3.3714E-22,1.0771E-22,5.3827E-22,4.4179E-22,4.0503E-22,1.6166E-22,1.8491E-22,1.8493E-22,6.1583E-23,4.5052E-23,1.7476E-22,2.3088E-22,1.4124E-22,6.8617E-23,3.7000E-23,2.5378E-23,2.0989E-22,3.9550E-24,2.9078E-23,9.7496E-23,4.0779E-23,4.2757E-23,7.8032E-24,7.9888E-23,7.9819E-23,1.3699E-24,9.2296E-25,1.3366E-24,2.3451E-23,5.2223E-23,2.3028E-22,8.8469E-21,1.9132E-22
8.9669E-20,6.3243E-22,7.2378E-22,1.2757E-22,1.3694E-21,2.0186E-22,2.9469E-22,1.9917E-22,1.7534E-22,2.0526E-22,1.0043E-22,1.7293E-22,1.3979E-22,7.7550E-23,3.4172E-22,1.0735E-22,5.3646E-22,4.4058E-22,4.0368E-22,1.6205E-22,1.8500E-22,1.8500E-22,6.3150E-23,4.5413E-23,1.7922E-22,2.2985E-22,1.4064E-22,6.9099E-23,3.7000E-23,2.6027E-23,2.1527E-22,4.0575E-24,2.9834E-23,1.0003E-22,4.1845E-23,4.3875E-23,8.0078E-24,8.1987E-23,8.1916E-23,1.4060E-24,9.4731E-25,1.3719E-24,2.4070E-23,5.3602E-23,2.3640E-22,9.0276E-21,1.9311E-22
9.1997E-20,6.3586E-22,7.3077E-22,1.2831E-22,1.3976E-21,2.0389E-22,2.9542E-22,2.0071E-22,1.7620E-22,2.0600E-22,1.0178E-22,1.7367E-22,1.4188E-22,7.7734E-23,3.4637E-22,1.0697E-22,5.3443E-22,4.3936E-22,4.0147E-22,1.6217E-22,1.8500E-22,1.8500E-22,6.4738E-23,4.5781E-23,1.8374E-22,2.2881E-22,1.4002E-22,6.9590E-23,3.7000E-23,2.6685E-23,2.2072E-22,4.1615E-24,3.0602E-23,1.0261E-22,4.2927E-23,4.5009E-23,8.2154E-24,8.4116E-23,8.4044E-23,1.4426E-24,9.7203E-25,1.4077E-24,2.4698E-23,5.5002E-23,2.4262E-22,9.2116E-21,1.9490E-22
9.4366E-20,6.3936E-22,7.3788E-22,1.2898E-22,1.4228E-21,2.0551E-22,2.9617E-22,2.0226E-22,1.7707E-22,2.0675E-22,1.0315E-22,1.7442E-22,1.4400E-22,7.7921E-23,3.5111E-22,1.0634E-22,5.3162E-22,4.3811E-22,3.9923E-22,1.6230E-22,1.8500E-22,1.8500E-22,6.6347E-23,4.6156E-23,1.8831E-22,2.2775E-22,1.3940E-22,7.0089E-23,3.7000E-23,2.7352E-23,2.2624E-22,4.2669E-24,3.1380E-23,1.0522E-22,4.4024E-23,4.6160E-23,8.4260E-24,8.6277E-23,8.6203E-23,1.4798E-24,9.9710E-25,1.4440E-24,2.5335E-23,5.6422E-23,2.4893E-22,9.3859E-21,1.9660E-22
9.6738E-20,6.4291E-22,7.4511E-22,1.2866E-22,1.4482E-21,2.0716E-22,2.9693E-22,2.0385E-22,1.7796E-22,2.0751E-22,1.0455E-22,1.7518E-22,1.4616E-22,7.8112E-23,3.5594E-22,1.0571E-22,5.2877E-22,4.3684E-22,3.9694E-22,1.6243E-22,1.8500E-22,1.8500E-22,6.7977E-23,4.6536E-23,1.9295E-22,2.2667E-22,1.3876E-22,7.0596E-23,3.7000E-23,2.8027E-23,2.3184E-22,4.3738E-24,3.2170E-23,1.0787E-22,4.5136E-23,4.7327E-23,8.6396E-24,8.8468E-23,8.8392E-23,1.5175E-24,1.0225E-24,1.4809E-24,2.5982E-23,5.7862E-23,2.5534E-22,9.5407E-21,1.9829E-22
9.9067E-20,6.4292E-22,7.5248E-22,1.2834E-22,1.4740E-21,2.0884E-22,2.9771E-22,2.0547E-22,1.7887E-22,2.0829E-22,1.0597E-22,1.7595E-22,1.4835E-22,7.8305E-23,3.6056E-22,1.0506E-22,5.2586E-22,4.3555E-22,3.9462E-22,1.6256E-22,1.8500E-22,1.8500E-22,6.9627E-23,4.6924E-23,1.9764E-22,2.2557E-22,1.3812E-22,7.1113E-23,3.7000E-23,2.8711E-23,2.3750E-22,4.4821E-24,3.2969E-23,1.1055E-22,4.6263E-23,4.8510E-23,8.8560E-24,9.0689E-23,9.0612E-23,1.5558E-24,1.0483E-24,1.5182E-24,2.6638E-23,5.9323E-23,2.6183E-22,9.6982E-21,1.9993E-22
1.0144E-19,6.4134E-22,7.5996E-22,1.2801E-22,1.5003E-21,2.1055E-22,2.9850E-22,2.0711E-22,1.7979E-22,2.0907E-22,1.0741E-22,1.7674E-22,1.5059E-22,7.8500E-23,3.6384E-22,1.0441E-22,5.2290E-22,4.3423E-22,3.9225E-22,1.6269E-22,1.8500E-22,1.8500E-22,7.1297E-23,4.7318E-23,2.0239E-22,2.2446E-22,1.3746E-22,7.1638E-23,3.7000E-23,2.9404E-23,2.4324E-22,4.5917E-24,3.3779E-23,1.1327E-22,4.7405E-23,4.9708E-23,9.0754E-24,9.2940E-23,9.2861E-23,1.5945E-24,1.0745E-24,1.5561E-24,2.7302E-23,6.0803E-23,2.6842E-22,9.8585E-21,2.0152E-22
1.0385E-19,6.3974E-22,7.6758E-22,1.2767E-22,1.5271E-21,2.1229E-22,2.9930E-22,2.0878E-22,1.8072E-22,2.0988E-22,1.0864E-22,1.7700E-22,1.5220E-22,7.8466E-23,3.6718E-22,1.0374E-22,5.1990E-22,4.3290E-22,3.8985E-22,1.6282E-22,1.8500E-22,1.8500E-22,7.2986E-23,4.7719E-23,2.0720E-22,2.2332E-22,1.3675E-22,7.2130E-23,3.7000E-23,3.0104E-23,2.4905E-22,4.7028E-24,3.4600E-23,1.1602E-22,4.8562E-23,5.0921E-23,9.2976E-24,9.5221E-23,9.5140E-23,1.6338E-24,1.1010E-24,1.5945E-24,2.7976E-23,6.2303E-23,2.7510E-22,1.0028E-20,2.0310E-22
1.0630E-19,6.3810E-22,7.7534E-22,1.2733E-22,1.5543E-21,2.1405E-22,2.9996E-22,2.1038E-22,1.8100E-22,2.1058E-22,1.0973E-22,1.7700E-22,1.5370E-22,7.8432E-23,3.7058E-22,1.0306E-22,5.1684E-22,4.3154E-22,3.8740E-22,1.6296E-22,1.8500E-22,1.8500E-22,7.4694E-23,4.8085E-23,2.1206E-22,2.2216E-22,1.3594E-22,7.2538E-23,3.7000E-23,3.0813E-23,2.5492E-22,4.8152E-24,3.5430E-23,1.1880E-22,4.9733E-23,5.2150E-23,9.5227E-24,9.7530E-23,9.7448E-23,1.6736E-24,1.1278E-24,1.6334E-24,2.8658E-23,6.3823E-23,2.8186E-22,1.0208E-20,2.0465E-22
1.0880E-19,6.3644E-22,7.8322E-22,1.2699E-22,1.5819E-21,2.1585E-22,2.9968E-22,2.1177E-22,1.8100E-22,2.1127E-22,1.1084E-22,1.7700E-22,1.5522E-22,7.8398E-23,3.7404E-22,1.0237E-22,5.1372E-22,4.3015E-22,3.8491E-22,1.6291E-22,1.8500E-22,1.8500E-22,7.6421E-23,4.8361E-23,2.1697E-22,2.2099E-22,1.3511E-22,7.2953E-23,3.7000E-23,3.1529E-23,2.6085E-22,4.9289E-24,3.6270E-23,1.2162E-22,5.0919E-23,5.3394E-23,9.7505E-24,9.9868E-23,9.9784E-23,1.7138E-24,1.1550E-24,1.6727E-24,2.9349E-23,6.5362E-23,2.8872E-22,1.0390E-20,2.0619E-22
1.1134E-19,6.3475E-22,7.9125E-22,1.2664E-22,1.6061E-21,2.1652E-22,2.9940E-22,2.1317E-22,1.8100E-22,2.1197E-22,1.1196E-22,1.7700E-22,1.5677E-22,7.8362E-23,3.7756E-22,1.0166E-22,5.1056E-22,4.2875E-22,3.8237E-22,1.6276E-22,1.8500E-22,1.8500E-22,7.8166E-23,4.8643E-23,2.2194E-22,2.1979E-22,1.3426E-22,7.3375E-23,3.7000E-23,3.2253E-23,2.6686E-22,5.0438E-24,3.7120E-23,1.2447E-22,5.2118E-23,5.4652E-23,9.9810E-24,1.0223E-22,1.0215E-22,1.7546E-24,1.1825E-24,1.7126E-24,3.0048E-23,6.6919E-23,2.9566E-22,1.0576E-20,2.0763E-22
1.1392E-19,6.3304E-22,7.9941E-22,1.2628E-22,1.6232E-21,2.1709E-22,2.9912E-22,2.1461E-22,1.8100E-22,2.1269E-22,1.1311E-22,1.7700E-22,1.5834E-22,7.8327E-23,3.8114E-22,1.0095E-22,5.0733E-22,4.2731E-22,3.7980E-22,1.6262E-22,1.8500E-22,1.8500E-22,7.9929E-23,4.8929E-23,2.2695E-22,2.1857E-22,1.3340E-22,7.3805E-23,3.7000E-23,3.2985E-23,2.7292E-22,5.1601E-24,3.7980E-23,1.2736E-22,5.3331E-23,5.5925E-23,1.0214E-23,1.0463E-22,1.0454E-22,1.7958E-24,1.2103E-24,1.7529E-24,3.0756E-23,6.8495E-23,3.0268E-22,1.0750E-20,2.0892E-22
1.1631E-19,6.3129E-22,8.0068E-22,1.2591E-22,1.6407E-21,2.1767E-22,2.9883E-22,2.1606E-22,1.8100E-22,2.1342E-22,1.1428E-22,1.7700E-22,1.5995E-22,7.8290E-23,3.8478E-22,1.0022E-22,5.0405E-22,4.2586E-22,3.7717E-22,1.6248E-22,1.8500E-22,1.8500E-22,8.1709E-23,4.9221E-23,2.3202E-22,2.1733E-22,1.3253E-22,7.4242E-23,3.7000E-23,3.3724E-23,2.7905E-22,5.2776E-24,3.8849E-23,1.3027E-22,5.4557E-23,5.7212E-23,1.0450E-23,1.0705E-22,1.0696E-22,1.8375E-24,1.2385E-24,1.7937E-24,3.1471E-23,7.0089E-23,3.0979E-22,1.0925E-20,2.1008E-22
1.2085E-19,6.2951E-22,8.0142E-22,1.2554E-22,1.6585E-21,2.1827E-22,2.9853E-22,2.1755E-22,1.8100E-22,2.1416E-22,1.1546E-22,1.7700E-22,1.6158E-22,7.8253E-23,3.8709E-22,9.9477E-23,5.0072E-22,4.2437E-22,3.7450E-22,1.6233E-22,1.8500E-22,1.8500E-22,8.3505E-23,4.9517E-23,2.3713E-22,2.1607E-22,1.3164E-22,7.4687E-23,3.7000E-23,3.4470E-23,2.8523E-22,5.3963E-24,3.9727E-23,1.3322E-22,5.5797E-23,5.8513E-23,1.0688E-23,1.0949E-22,1.0940E-22,1.8797E-24,1.2669E-24,1.8349E-24,3.2195E-23,7.1701E-23,3.1698E-22,1.1103E-20,2.1120E-22
1.2555E-19,6.2770E-22,8.0217E-22,1.2517E-22,1.6766E-21,2.1887E-22,2.9823E-22,2.1905E-22,1.8100E-22,2.1491E-22,1.1633E-22,1.7653E-22,1.6290E-22,7.8215E-23,3.8936E-22,9.8723E-23,4.9732E-22,4.2287E-22,3.7179E-22,1.6218E-22,1.8500E-22,1.8500E-22,8.5318E-23,4.9819E-23,2.4229E-22,2.1468E-22,1.3067E-22,7.5093E-23,3.6931E-23,3.5223E-23,2.9148E-22,5.5162E-24,4.0614E-23,1.3619E-22,5.7049E-23,5.9827E-23,1.0929E-23,1.1197E-22,1.1187E-22,1.9223E-24,1.2957E-24,1.8766E-24,3.2926E-23,7.3330E-23,3.2425E-22,1.1284E-20,2.1230E-22
1.3042E-19,6.2586E-22,8.0294E-22,1.2478E-22,1.6950E-21,2.1948E-22,2.9776E-22,2.2059E-22,1.8042E-22,2.1568E-22,1.1695E-22,1.7577E-22,1.6413E-22,7.8177E-23,3.9166E-22,9.7955E-23,4.9387E-22,4.2133E-22,3.6903E-22,1.6202E-22,1.8482E-22,1.8479E-22,8.7147E-23,5.0084E-23,2.4750E-22,2.1269E-22,1.2955E-22,7.5400E-23,3.6727E-23,3.5983E-23,2.9777E-22,5.6372E-24,4.1509E-23,1.3919E-22,5.8314E-23,6.1154E-23,1.1172E-23,1.1446E-22,1.1437E-22,1.9654E-24,1.3248E-24,1.9187E-24,3.3665E-23,7.4976E-23,3.3159E-22,1.1468E-20,2.1334E-22
1.3546E-19,6.2398E-22,8.0372E-22,1.2439E-22,1.7138E-21,2.1992E-22,2.9682E-22,2.2215E-22,1.7963E-22,2.1646E-22,1.1757E-22,1.7498E-22,1.6538E-22,7.8138E-23,3.9400E-22,9.7174E-23,4.9036E-22,4.1954E-22,3.6585E-22,1.6156E-22,1.8378E-22,1.8375E-22,8.8990E-23,5.0292E-23,2.5275E-22,2.1066E-22,1.2840E-22,7.5712E-23,3.6519E-23,3.6749E-23,3.0413E-22,5.7593E-24,4.2413E-23,1.4223E-22,5.9590E-23,6.2493E-23,1.1418E-23,1.1699E-22,1.1689E-22,2.0089E-24,1.3541E-24,1.9612E-24,3.4411E-23,7.6639E-23,3.3902E-22,1.1656E-20,2.1433E-22
1.4068E-19,6.2208E-22,8.0451E-22,1.2397E-22,1.7286E-21,2.1944E-22,2.9587E-22,2.2374E-22,1.7884E-22,2.1725E-22,1.1821E-22,1.7419E-22,1.6665E-22,7.8098E-23,3.9638E-22,9.6256E-23,4.8571E-22,4.1636E-22,3.6241E-22,1.6103E-22,1.8272E-22,1.8269E-22,9.0848E-23,5.0504E-23,2.5804E-22,2.0859E-22,1.2724E-22,7.6030E-23,3.6307E-23,3.7522E-23,3.1053E-22,5.8825E-24,4.3324E-23,1.4528E-22,6.0879E-23,6.3845E-23,1.1666E-23,1.1953E-22,1.1943E-22,2.0528E-24,1.3837E-24,2.0041E-24,3.5165E-23,7.8318E-23,3.4651E-22,1.1846E-20,2.1513E-22
1.4608E-19,6.2014E-22,8.0500E-22,1.2187E-22,1.7415E-21,2.1896E-22,2.9490E-22,2.2536E-22,1.7803E-22,2.1806E-22,1.1885E-22,1.7338E-22,1.6794E-22,7.8058E-23,3.9881E-22,9.5286E-23,4.8086E-22,4.1313E-22,3.5891E-22,1.6049E-22,1.8164E-22,1.8161E-22,9.2720E-23,5.0719E-23,2.6337E-22,2.0649E-22,1.2605E-22,7.6353E-23,3.6091E-23,3.8300E-23,3.1698E-22,6.0067E-24,4.4244E-23,1.4837E-22,6.2178E-23,6.5209E-23,1.1916E-23,1.2210E-22,1.2200E-22,2.0971E-24,1.4137E-24,2.0475E-24,3.5925E-23,8.0012E-23,3.5408E-22,1.2040E-20,2.1585E-22
1.5138E-19,6.1005E-22,8.0500E-22,1.1974E-22,1.7546E-21,2.1846E-22,2.9391E-22,2.2700E-22,1.7721E-22,2.1889E-22,1.1951E-22,1.7256E-22,1.6926E-22,7.8017E-23,4.0057E-22,9.4300E-23,4.7593E-22,4.0984E-22,3.5535E-22,1.5994E-22,1.8055E-22,1.8051E-22,9.4605E-23,5.0939E-23,2.6874E-22,2.0435E-22,1.2485E-22,7.6682E-23,3.5872E-23,3.9084E-23,3.2349E-22,6.1319E-24,4.5171E-23,1.5148E-22,6.3489E-23,6.6585E-23,1.2168E-23,1.2469E-22,1.2459E-22,2.1418E-24,1.4438E-24,2.0912E-24,3.6693E-23,8.1721E-23,3.6173E-22,1.2238E-20,2.1636E-22
1.5681E-19,5.9918E-22,8.0500E-22,1.1756E-22,1.7680E-21,2.1796E-22,2.9291E-22,2.2867E-22,1.7637E-22,2.1972E-22,1.2009E-22,1.7172E-22,1.7030E-22,7.7833E-23,4.0168E-22,9.3296E-23,4.7091E-22,4.0649E-22,3.5172E-22,1.5938E-22,1.7943E-22,1.7940E-22,9.6503E-23,5.1162E-23,2.7414E-22,2.0218E-22,1.2362E-22,7.7017E-23,3.5649E-23,3.9874E-23,3.3003E-22,6.2581E-24,4.6105E-23,1.5462E-22,6.4810E-23,6.7971E-23,1.2422E-23,1.2730E-22,1.2720E-22,2.1868E-24,1.4743E-24,2.1353E-24,3.7467E-23,8.3445E-23,3.6943E-22,1.2438E-20,2.1683E-22
1.6217E-19,5.8811E-22,8.0500E-22,1.1535E-22,1.7816E-21,2.1745E-22,2.9177E-22,2.3006E-22,1.7549E-22,2.1992E-22,1.2043E-22,1.7087E-22,1.7098E-22,7.7549E-23,4.0282E-22,9.2274E-23,4.6580E-22,4.0309E-22,3.4803E-22,1.5881E-22,1.7830E-22,1.7826E-22,9.8413E-23,5.1389E-23,2.7958E-22,1.9996E-22,1.2237E-22,7.7357E-23,3.5422E-23,4.0668E-23,3.3662E-22,6.3852E-24,4.7047E-23,1.5777E-22,6.6141E-23,6.9368E-23,1.2679E-23,1.2994E-22,1.2983E-22,2.2323E-24,1.5049E-24,2.1797E-24,3.8247E-23,8.5183E-23,3.7721E-22,1.2643E-20,2.1726E-22
1.6569E-19,5.7685E-22,8.0500E-22,1.1310E-22,1.7955E-21,2.1679E-22,2.8963E-22,2.3035E-22,1.7457E-22,2.1981E-22,1.2078E-22,1.7001E-22,1.7167E-22,7.7260E-23,4.0397E-22,9.1235E-23,4.6061E-22,3.9962E-22,3.4428E-22,1.5824E-22,1.7714E-22,1.7711E-22,1.0033E-22,5.1620E-23,2.8505E-22,1.9771E-22,1.2110E-22,7.7704E-23,3.5191E-23,4.1468E-23,3.4326E-22,6.5131E-24,4.7995E-23,1.6095E-22,6.7482E-23,7.0775E-23,1.2937E-23,1.3259E-22,1.3248E-22,2.2780E-24,1.5359E-24,2.2245E-24,3.9033E-23,8.6935E-23,3.8505E-22,1.2850E-20,2.1763E-22
1.6203E-19,5.6540E-22,8.0500E-22,1.1080E-22,1.8096E-21,2.1514E-22,2.8746E-22,2.3064E-22,1.7363E-22,2.1969E-22,1.2113E-22,1.6912E-22,1.7238E-22,7.6967E-23,4.0515E-22,9.0178E-23,4.5532E-22,3.9610E-22,3.4046E-22,1.5765E-22,1.7597E-22,1.7593E-22,1.0227E-22,5.1855E-23,2.9056E-22,1.9542E-22,1.1981E-22,7.8056E-23,3.4956E-23,4.2272E-23,3.4993E-22,6.6419E-24,4.8949E-23,1.6415E-22,6.8832E-23,7.2192E-23,1.3197E-23,1.3526E-22,1.3515E-22,2.3242E-24,1.5670E-24,2.2696E-24,3.9825E-23,8.8699E-23,3.9294E-22,1.3052E-20,2.1797E-22
1.5865E-19,5.5375E-22,8.0500E-22,1.0847E-22,1.8239E-21,2.1347E-22,2.8525E-22,2.3094E-22,1.7267E-22,2.1957E-22,1.2149E-22,1.6823E-22,1.7309E-22,7.6668E-23,4.0634E-22,8.9102E-23,4.4994E-22,3.9251E-22,3.3658E-22,1.5705E-22,1.7477E-22,1.7474E-22,1.0421E-22,5.2094E-23,2.9609E-22,1.9309E-22,1.1849E-22,7.8415E-23,3.4717E-23,4.3080E-23,3.5663E-22,6.7714E-24,4.9909E-23,1.6738E-22,7.0191E-23,7.3618E-23,1.3458E-23,1.3795E-22,1.3784E-22,2.3706E-24,1.5984E-24,2.3151E-24,4.0622E-23,9.0476E-23,4.0090E-22,1.3231E-20,2.1831E-22
1.5470E-19,5.4189E-22,8.0500E-22,1.0610E-22,1.8385E-21,2.1177E-22,2.8300E-22,2.3125E-22,1.7170E-22,2.1945E-22,1.2185E-22,1.6732E-22,1.7382E-22,7.6364E-23,4.0756E-22,8.8008E-23,4.4447E-22,3.8887E-22,3.3263E-22,1.5644E-22,1.7356E-22,1.7352E-22,1.0616E-22,5.2337E-23,3.0164E-22,1.9072E-22,1.1716E-22,7.8779E-23,3.4474E-23,4.3893E-23,3.6337E-22,6.9017E-24,5.0875E-23,1.7062E-22,7.1558E-23,7.5053E-23,1.3722E-23,1.4066E-22,1.4055E-22,2.4173E-24,1.6299E-24,2.3608E-24,4.1425E-23,9.2264E-23,4.0891E-22,1.3413E-20,2.1865E-22
1.5056E-19,5.2983E-22,8.0500E-22,1.0369E-22,1.8534E-21,2.1003E-22,2.8071E-22,2.3156E-22,1.7071E-22,2.1933E-22,1.2222E-22,1.6639E-22,1.7457E-22,7.6055E-23,4.0880E-22,8.6894E-23,4.3890E-22,3.8515E-22,3.2860E-22,1.5583E-22,1.7232E-22,1.7228E-22,1.0812E-22,5.2584E-23,3.0723E-22,1.8838E-22,1.1580E-22,7.9151E-23,3.4226E-23,4.4709E-23,3.7014E-22,7.0326E-24,5.1846E-23,1.7387E-22,7.2933E-23,7.6496E-23,1.3987E-23,1.4338E-22,1.4327E-22,2.4644E-24,1.6617E-24,2.4068E-24,4.2233E-23,9.4064E-23,4.1698E-22,1.3619E-20,2.1898E-22
1.4580E-19,5.1755E-22,8.0500E-22,1.0124E-22,1.8685E-21,2.0827E-22,2.7838E-22,2.3187E-22,1.6970E-22,2.1920E-22,1.2260E-22,1.6544E-22,1.7532E-22,7.5740E-23,4.1005E-22,8.5762E-23,4.3324E-22,3.8138E-22,3.2451E-22,1.5520E-22,1.7106E-22,1.7103E-22,1.1008E-22,5.2836E-23,3.1283E-22,1.8618E-22,1.1441E-22,7.9528E-23,3.3975E-23,4.5528E-23,3.7694E-22,7.1642E-24,5.2821E-23,1.7715E-22,7.4315E-23,7.7947E-23,1.4253E-23,1.4612E-22,1.4600E-22,2.5116E-24,1.6936E-24,2.4531E-24,4.3045E-23,9.5873E-23,4.2509E-22,1.3845E-20,2.1931E-22
1.4087E-19,5.0507E-22,8.0500E-22,9.8739E-23,1.8824E-21,2.0648E-22,2.7601E-22,2.3219E-22,1.6868E-22,2.1907E-22,1.2299E-22,1.6448E-22,1.7609E-22,7.5420E-23,4.1133E-22,8.4609E-23,4.2747E-22,3.7754E-22,3.2035E-22,1.5456E-22,1.6978E-22,1.6975E-22,1.1205E-22,5.3092E-23,3.1845E-22,1.8393E-22,1.1300E-22,7.9912E-23,3.3718E-23,4.6350E-23,3.8377E-22,7.2963E-24,5.3802E-23,1.8044E-22,7.5703E-23,7.9404E-23,1.4520E-23,1.4887E-22,1.4875E-22,2.5592E-24,1.7257E-24,2.4996E-24,4.3862E-23,9.7693E-23,4.3326E-22,1.4076E-20,2.1961E-22
1.3577E-19,4.9236E-22,8.0500E-22,9.6475E-23,1.8922E-21,2.0466E-22,2.7360E-22,2.3252E-22,1.6763E-22,2.1894E-22,1.2338E-22,1.6351E-22,1.7687E-22,7.5094E-23,4.1264E-22,8.3436E-23,4.2161E-22,3.7363E-22,3.1612E-22,1.5390E-22,1.6848E-22,1.6844E-22,1.1403E-22,5.3353E-23,3.2410E-22,1.8165E-22,1.1157E-22,8.0303E-23,3.3458E-23,4.7175E-23,3.9062E-22,7.4290E-24,5.4786E-23,1.8374E-22,7.7098E-23,8.0869E-23,1.4789E-23,1.5163E-22,1.5152E-22,2.6070E-24,1.7580E-24,2.5464E-24,4.4682E-23,9.9522E-23,4.4146E-22,1.4266E-20,2.1980E-22
1.3050E-19,4.8106E-22,8.0500E-22,9.4288E-23,1.9021E-21,2.0280E-22,2.7115E-22,2.3285E-22,1.6657E-22,2.1881E-22,1.2377E-22,1.6251E-22,1.7767E-22,7.4763E-23,4.1396E-22,8.2243E-23,4.1565E-22,3.6965E-22,3.1181E-22,1.5324E-22,1.6715E-22,1.6712E-22,1.1602E-22,5.3618E-23,3.2975E-22,1.7933E-22,1.1011E-22,8.0701E-23,3.3193E-23,4.8003E-23,3.9748E-22,7.5622E-24,5.5774E-23,1.8706E-22,7.8499E-23,8.2339E-23,1.5059E-23,1.5441E-22,1.5429E-22,2.6550E-24,1.7904E-24,2.5934E-24,4.5507E-23,1.0136E-22,4.4971E-22,1.4455E-20,2.2002E-22
