elastic(y),1s5(y),1s4(y),1s3(y),1s2(y),2p10(y),2p9(y),2p8(y),2p7(y),2p6(y),2p5(y),2p4(y),2p3(y),2p2(y),2p1(y),3d6(y),3d5(y),3d3(y),3d4!(y),3d4(y),3d1!!(y),2s5(y),2s4(y),3d1!(y),3d2(y),3s1!!!!(y),3s1!!(y),3s1!!!(y),2s3(y),2s2(y),3s1!(y),4d5(y),3s4(y),4d2(y),4s1!(y),3s2(y),5d5(y),4s4(y),5d2(y),6d5(y),5s1!(y),4s2(y),5s4(y),6d2(y),high(y),ion(y),avg(y)
9.1105E-21,2.3785E-22,1.7864E-22,4.2358E-23,2.4072E-22,3.3744E-23,4.9417E-23,3.4859E-23,1.9603E-23,3.6099E-23,1.0961E-23,2.2189E-23,1.8607E-23,2.4113E-23,4.9163E-23,4.6786E-23,2.2049E-22,1.2131E-22,1.7564E-22,5.2992E-23,5.3162E-23,5.3447E-23,2.5331E-24,7.3714E-24,7.1692E-24,8.3757E-23,5.8275E-23,1.2993E-23,1.2712E-23,1.0365E-24,8.5549E-24,1.5851E-25,1.1590E-24,3.8844E-24,1.6155E-24,1.6926E-24,3.0776E-25,3.1426E-24,3.1393E-24,5.3638E-26,3.6079E-26,5.2232E-26,9.1620E-25,2.0397E-24,8.8994E-24,1.0639E-21,4.4174E-23
9.6503E-21,2.5093E-22,1.8724E-22,4.4431E-23,2.4932E-22,3.4382E-23,5.1315E-23,3.6198E-23,2.0543E-23,3.7534E-23,1.1567E-23,2.3368E-23,1.9356E-23,2.4942E-23,5.1236E-23,4.8476E-23,2.2878E-22,1.2594E-22,1.8238E-22,5.5027E-23,5.5203E-23,5.5499E-23,2.7170E-24,7.6545E-24,7.6898E-24,8.6467E-23,5.9900E-23,1.3471E-23,1.3031E-23,1.1118E-24,9.1765E-24,1.7005E-25,1.2435E-24,4.1675E-24,1.7333E-24,1.8161E-24,3.3021E-25,3.3719E-24,3.3685E-24,5.7555E-26,3.8715E-26,5.6047E-26,9.8312E-25,2.1887E-24,9.5503E-24,1.1079E-21,4.5999E-23
1.0200E-20,2.6358E-22,1.9563E-22,4.6364E-23,2.5718E-22,3.5030E-23,5.3245E-23,3.7560E-23,2.1711E-23,3.8994E-23,1.2183E-23,2.4568E-23,2.0118E-23,2.5786E-23,5.3344E-23,5.0195E-23,2.3722E-22,1.3064E-22,1.8924E-22,5.7097E-23,5.7280E-23,5.7587E-23,2.9096E-24,7.9425E-24,8.2351E-24,8.9224E-23,6.1555E-23,1.3958E-23,1.3355E-23,1.1907E-24,9.8278E-24,1.8215E-25,1.3320E-24,4.4641E-24,1.8567E-24,1.9454E-24,3.5374E-25,3.6123E-24,3.6086E-24,6.1661E-26,4.1477E-26,6.0046E-26,1.0533E-24,2.3449E-24,1.0233E-23,1.1527E-21,4.7816E-23
1.0762E-20,2.7645E-22,2.0388E-22,4.8179E-23,2.6477E-22,3.5690E-23,5.5240E-23,3.9059E-23,2.2899E-23,4.0479E-23,1.2810E-23,2.5789E-23,2.0894E-23,2.6644E-23,5.5489E-23,5.1944E-23,2.4580E-22,1.3543E-22,1.9622E-22,5.9204E-23,5.9393E-23,5.9712E-23,3.1112E-24,8.2652E-24,8.8059E-24,9.2030E-23,6.3238E-23,1.4453E-23,1.3685E-23,1.2733E-24,1.0510E-23,1.9481E-25,1.4246E-24,4.7747E-24,1.9860E-24,2.0809E-24,3.7839E-25,3.8641E-24,3.8602E-24,6.5961E-26,4.4370E-26,6.4235E-26,1.1268E-24,2.5085E-24,1.0948E-23,1.1982E-21,4.9652E-23
1.1337E-20,2.8909E-22,2.1228E-22,5.0026E-23,2.7249E-22,3.6362E-23,5.7523E-23,4.0637E-23,2.4108E-23,4.1990E-23,1.3448E-23,2.7032E-23,2.1683E-23,2.7517E-23,5.7672E-23,5.3723E-23,2.5453E-22,1.4029E-22,2.0333E-22,6.1347E-23,6.1205E-23,6.1455E-23,3.3220E-24,8.6010E-24,9.4028E-24,9.4884E-23,6.4950E-23,1.4957E-23,1.4021E-23,1.3597E-24,1.1223E-23,2.0806E-25,1.5216E-24,5.0997E-24,2.1213E-24,2.2227E-24,4.0418E-25,4.1275E-24,4.1234E-24,7.0461E-26,4.7398E-26,6.8619E-26,1.2036E-24,2.6797E-24,1.1696E-23,1.2446E-21,5.1501E-23
1.1928E-20,3.0071E-22,2.1908E-22,5.1503E-23,2.7872E-22,3.7045E-23,5.9846E-23,4.2242E-23,2.5337E-23,4.3527E-23,1.4097E-23,2.8296E-23,2.2486E-23,2.8405E-23,5.9892E-23,5.5534E-23,2.6341E-22,1.4525E-22,2.1056E-22,6.3347E-23,6.2913E-23,6.3163E-23,3.5424E-24,8.9426E-24,1.0027E-23,9.7787E-23,6.6692E-23,1.5469E-23,1.4363E-23,1.4499E-24,1.1968E-23,2.2191E-25,1.6230E-24,5.4394E-24,2.2627E-24,2.3709E-24,4.3115E-25,4.4030E-24,4.3986E-24,7.5167E-26,5.0564E-26,7.3202E-26,1.2841E-24,2.8587E-24,1.2478E-23,1.2917E-21,5.3263E-23
1.2537E-20,3.1253E-22,2.2464E-22,5.2650E-23,2.8348E-22,3.7740E-23,6.2209E-23,4.3876E-23,2.6589E-23,4.5091E-23,1.4757E-23,2.9582E-23,2.3302E-23,2.9308E-23,6.2151E-23,5.7376E-23,2.7244E-22,1.5029E-22,2.1704E-22,6.4807E-23,6.4651E-23,6.4901E-23,3.7724E-24,9.2902E-24,1.0678E-23,1.0074E-22,6.8465E-23,1.5990E-23,1.4710E-23,1.5442E-24,1.2746E-23,2.3638E-25,1.7289E-24,5.7944E-24,2.4105E-24,2.5257E-24,4.5932E-25,4.6908E-24,4.6861E-24,8.0084E-26,5.3873E-26,7.7992E-26,1.3681E-24,3.0458E-24,1.3296E-23,1.3397E-21,5.4950E-23
1.3168E-20,3.2268E-22,2.3030E-22,5.3817E-23,2.8560E-22,3.8448E-23,6.4614E-23,4.5538E-23,2.7862E-23,4.6682E-23,1.5429E-23,3.0890E-23,2.4133E-23,3.0228E-23,6.4450E-23,5.9250E-23,2.8164E-22,1.5542E-22,2.2110E-22,6.6292E-23,6.6419E-23,6.6669E-23,4.0125E-24,9.6438E-24,1.1358E-23,1.0375E-22,7.0268E-23,1.6521E-23,1.5064E-23,1.6426E-24,1.3559E-23,2.5148E-25,1.8394E-24,6.1649E-24,2.5648E-24,2.6874E-24,4.8873E-25,4.9913E-24,4.9863E-24,8.5218E-26,5.7327E-26,8.2994E-26,1.4558E-24,3.2411E-24,1.4150E-23,1.3885E-21,5.6507E-23
1.3821E-20,3.2987E-22,2.3352E-22,5.3859E-23,3.0535E-22,3.9318E-23,6.7060E-23,4.7229E-23,2.9157E-23,4.8301E-23,1.6113E-23,3.2221E-23,2.4979E-23,3.1163E-23,6.6788E-23,6.1157E-23,2.9099E-22,1.6061E-22,2.2524E-22,6.7803E-23,6.8218E-23,6.8468E-23,4.2628E-24,1.0004E-23,1.2067E-23,1.0681E-22,7.2103E-23,1.7060E-23,1.5424E-23,1.7452E-24,1.4406E-23,2.6723E-25,1.9547E-24,6.5514E-24,2.7257E-24,2.8560E-24,5.1942E-25,5.3049E-24,5.2995E-24,9.0575E-26,6.0932E-26,8.8212E-26,1.5474E-24,3.4449E-24,1.5041E-23,1.4381E-21,5.8342E-23
1.4316E-20,3.3719E-22,2.3572E-22,5.2272E-23,2.9436E-22,4.0709E-23,6.9549E-23,4.8949E-23,3.0475E-23,4.9948E-23,1.6808E-23,3.3576E-23,2.5839E-23,3.2115E-23,6.9168E-23,6.3097E-23,3.0029E-22,1.6573E-22,2.2945E-22,6.9340E-23,7.0048E-23,7.0298E-23,4.5237E-24,1.0370E-23,1.2806E-23,1.0992E-22,7.3970E-23,1.7609E-23,1.5790E-23,1.8521E-24,1.5288E-23,2.8365E-25,2.0749E-24,6.9543E-24,2.8935E-24,3.0319E-24,5.5142E-25,5.6318E-24,5.6262E-24,9.6161E-26,6.4691E-26,9.3654E-26,1.6428E-24,3.6575E-24,1.5971E-23,1.4886E-21,5.9446E-23
1.4791E-20,3.4000E-22,2.3795E-22,4.8101E-23,2.9540E-22,4.2124E-23,7.2082E-23,5.0700E-23,3.1815E-23,5.1624E-23,1.7516E-23,3.4954E-23,2.6714E-23,3.3083E-23,7.1588E-23,6.4566E-23,3.0588E-22,1.7095E-22,2.3373E-22,7.0905E-23,7.1910E-23,7.2160E-23,4.7953E-24,1.0742E-23,1.3575E-23,1.1308E-22,7.5869E-23,1.8168E-23,1.6162E-23,1.9634E-24,1.6208E-23,3.0076E-25,2.2002E-24,7.3741E-24,3.0683E-24,3.2151E-24,5.8476E-25,5.9725E-24,5.9665E-24,1.0198E-25,6.8608E-26,9.9326E-26,1.7423E-24,3.8790E-24,1.6940E-23,1.5400E-21,6.0587E-23
1.5275E-20,3.4000E-22,2.3503E-22,5.0182E-23,3.6601E-22,4.3564E-23,7.4658E-23,5.2480E-23,3.3179E-23,5.3329E-23,1.8236E-23,3.6356E-23,2.7605E-23,3.4068E-23,7.4051E-23,6.5627E-23,3.1156E-22,1.7625E-22,2.3809E-22,7.2496E-23,7.3805E-23,7.4055E-23,5.0780E-24,1.1121E-23,1.4376E-23,1.1630E-22,7.7802E-23,1.8736E-23,1.6541E-23,2.0793E-24,1.7165E-23,3.1857E-25,2.3306E-24,7.8112E-24,3.2504E-24,3.4058E-24,6.1948E-25,6.3273E-24,6.3209E-24,1.0804E-25,7.2688E-26,1.0523E-25,1.8459E-24,4.1097E-24,1.7949E-23,1.5923E-21,6.3282E-23
1.5767E-20,3.4000E-22,2.2272E-22,4.4356E-23,3.7429E-22,4.5029E-23,7.7280E-23,5.4292E-23,3.4567E-23,5.5064E-23,1.8968E-23,3.7782E-23,2.8511E-23,3.5071E-23,7.6557E-23,6.6706E-23,3.1735E-22,1.8165E-22,2.4252E-22,7.4115E-23,7.5732E-23,7.5982E-23,5.3721E-24,1.1506E-23,1.5208E-23,1.1958E-22,7.9768E-23,1.9315E-23,1.6926E-23,2.1999E-24,1.8160E-23,3.3710E-25,2.4663E-24,8.2661E-24,3.4398E-24,3.6044E-24,6.5562E-25,6.6965E-24,6.6898E-24,1.1435E-25,7.6934E-26,1.1138E-25,1.9538E-24,4.3498E-24,1.9000E-23,1.6462E-21,6.4190E-23
1.6267E-20,3.2886E-22,2.2194E-22,4.6835E-23,3.2145E-22,4.6519E-23,7.9947E-23,5.6136E-23,3.5979E-23,5.6829E-23,1.9713E-23,3.9233E-23,2.9432E-23,3.6091E-23,7.9106E-23,6.7804E-23,3.2323E-22,1.8714E-22,2.4703E-22,7.5762E-23,7.7693E-23,7.7943E-23,5.6777E-24,1.1899E-23,1.6074E-23,1.2291E-22,8.1768E-23,1.9903E-23,1.7319E-23,2.3252E-24,1.9195E-23,3.5637E-25,2.6074E-24,8.7391E-24,3.6369E-24,3.8109E-24,6.9320E-25,7.0806E-24,7.0735E-24,1.2092E-25,8.1351E-26,1.1778E-25,2.0660E-24,4.5996E-24,2.0093E-23,1.7027E-21,6.3928E-23
1.6770E-20,2.9929E-22,1.9195E-22,8.3763E-23,3.0068E-22,4.8035E-23,8.2661E-23,5.8011E-23,3.7416E-23,5.8625E-23,2.0472E-23,4.0710E-23,3.0370E-23,3.7128E-23,8.1700E-23,6.8922E-23,3.2922E-22,1.9273E-22,2.5162E-22,7.7438E-23,7.9689E-23,7.9939E-23,5.9953E-24,1.2298E-23,1.6974E-23,1.2631E-22,8.3803E-23,2.0502E-23,1.7718E-23,2.4554E-24,2.0271E-23,3.7639E-25,2.7541E-24,9.2307E-24,3.8417E-24,4.0255E-24,7.3228E-25,7.4799E-24,7.4724E-24,1.2774E-25,8.5944E-26,1.2443E-25,2.1826E-24,4.8593E-24,2.1230E-23,1.7602E-21,6.4119E-23
1.7271E-20,2.9425E-22,1.9207E-22,7.5299E-23,3.5873E-22,4.9578E-23,8.5421E-23,5.9920E-23,3.8877E-23,6.0452E-23,2.1243E-23,4.2212E-23,3.1324E-23,3.8184E-23,8.4339E-23,7.0058E-23,3.3531E-22,1.9841E-22,2.5629E-22,7.9144E-23,8.1719E-23,8.1969E-23,6.3250E-24,1.2704E-23,1.7908E-23,1.2976E-22,8.5874E-23,2.1111E-23,1.8124E-23,2.5906E-24,2.1388E-23,3.9720E-25,2.9064E-24,9.7415E-24,4.0545E-24,4.2485E-24,7.7287E-25,7.8948E-24,7.8869E-24,1.3483E-25,9.0717E-26,1.3134E-25,2.3038E-24,5.1292E-24,2.2411E-23,1.8186E-21,6.6334E-23
1.7781E-20,2.2700E-22,2.6807E-22,5.8397E-23,3.6465E-22,5.1148E-23,8.8230E-23,6.1861E-23,4.0365E-23,6.2311E-23,2.2028E-23,4.3740E-23,3.2295E-23,3.9258E-23,8.7024E-23,7.1215E-23,3.4150E-22,2.0420E-22,2.6104E-22,8.0879E-23,8.3784E-23,8.4034E-23,6.6672E-24,1.3117E-23,1.8877E-23,1.3327E-22,8.7981E-23,2.1730E-23,1.8537E-23,2.7310E-24,2.2547E-23,4.1880E-25,3.0646E-24,1.0272E-23,4.2755E-24,4.4801E-24,8.1503E-25,8.3256E-24,8.3173E-24,1.4220E-25,9.5673E-26,1.3851E-25,2.4297E-24,5.4094E-24,2.3638E-23,1.8781E-21,6.7507E-23
1.8300E-20,2.4163E-22,2.7689E-22,5.3500E-23,3.1065E-22,5.2745E-23,9.1088E-23,6.3836E-23,4.1878E-23,6.4202E-23,2.2826E-23,4.5295E-23,3.3283E-23,4.0350E-23,8.9756E-23,7.2392E-23,3.4781E-22,2.1008E-22,2.6588E-22,8.2644E-23,8.5885E-23,8.6135E-23,7.0221E-24,1.3537E-23,1.9882E-23,1.3684E-22,9.0124E-23,2.2361E-23,1.8957E-23,2.8766E-24,2.3749E-23,4.4121E-25,3.2288E-24,1.0822E-23,4.5048E-24,4.7204E-24,8.5878E-25,8.7728E-24,8.7640E-24,1.4984E-25,1.0082E-25,1.4596E-25,2.5604E-24,5.7004E-24,2.4912E-23,1.9386E-21,6.7950E-23
1.8828E-20,4.9032E-22,1.9255E-22,1.0001E-22,2.8774E-22,5.4370E-23,9.3996E-23,6.5846E-23,4.3417E-23,6.6126E-23,2.3639E-23,4.6877E-23,3.4288E-23,4.1462E-23,9.2535E-23,7.3589E-23,3.5422E-22,2.1607E-22,2.7079E-22,8.4440E-23,8.8023E-23,8.8273E-23,7.3901E-24,1.3965E-23,2.0925E-23,1.4047E-22,9.2305E-23,2.3002E-23,1.9385E-23,3.0275E-24,2.4996E-23,4.6445E-25,3.3991E-24,1.1393E-23,4.7427E-24,4.9697E-24,9.0417E-25,9.2367E-24,9.2275E-24,1.5778E-25,1.0616E-25,1.5369E-25,2.6960E-24,6.0023E-24,2.6234E-23,2.0002E-21,7.3494E-23
1.9365E-20,3.3651E-22,2.0145E-22,6.4735E-23,2.8083E-22,5.6023E-23,9.6954E-23,6.7891E-23,4.4983E-23,6.8084E-23,2.4465E-23,4.8487E-23,3.5310E-23,4.2593E-23,9.5342E-23,7.4807E-23,3.6075E-22,2.2216E-22,2.7580E-22,8.6267E-23,9.0199E-23,9.0449E-23,7.7713E-24,1.4400E-23,2.2005E-23,1.4417E-22,9.4524E-23,2.3655E-23,1.9820E-23,3.1839E-24,2.6288E-23,4.8854E-25,3.5757E-24,1.1985E-23,4.9893E-24,5.2282E-24,9.5124E-25,9.7178E-24,9.7081E-24,1.6600E-25,1.1169E-25,1.6171E-25,2.8366E-24,6.3154E-24,2.7606E-23,2.0628E-21,7.0540E-23
1.9911E-20,1.9679E-22,2.3409E-22,4.2395E-23,3.0179E-22,5.7705E-23,9.9964E-23,6.9971E-23,4.6576E-23,7.0076E-23,2.5306E-23,5.0125E-23,3.6350E-23,4.3744E-23,9.8175E-23,7.6047E-23,3.6739E-22,2.2835E-22,2.8089E-22,8.8126E-23,9.2412E-23,9.2662E-23,8.1662E-24,1.4842E-23,2.3124E-23,1.4793E-22,9.6781E-23,2.4319E-23,2.0262E-23,3.3460E-24,2.7627E-23,5.1351E-25,3.7586E-24,1.2598E-23,5.2449E-24,5.4961E-24,1.0000E-24,1.0216E-23,1.0206E-23,1.7453E-25,1.1743E-25,1.7001E-25,2.9823E-24,6.6399E-24,2.9027E-23,2.1266E-21,6.9397E-23
2.0467E-20,1.9479E-22,2.0048E-22,2.3646E-23,3.3809E-22,5.9416E-23,1.0303E-22,7.2088E-23,4.8198E-23,7.2102E-23,2.6162E-23,5.1791E-23,3.7408E-23,4.4915E-23,1.0106E-22,7.7308E-23,3.7414E-22,2.3466E-22,2.8607E-22,9.0017E-23,9.4663E-23,9.4913E-23,8.5750E-24,1.5293E-23,2.4282E-23,1.5176E-22,9.9078E-23,2.4994E-23,2.0713E-23,3.5137E-24,2.9013E-23,5.3936E-25,3.9481E-24,1.3233E-23,5.5097E-24,5.7736E-24,1.0505E-24,1.0733E-23,1.0722E-23,1.8336E-25,1.2338E-25,1.7862E-25,3.1333E-24,6.9761E-24,3.0501E-23,2.1914E-21,7.0336E-23
2.1074E-20,1.6258E-22,1.8899E-22,2.4287E-23,3.3455E-22,6.1157E-23,1.0614E-22,7.4241E-23,4.9847E-23,7.4164E-23,2.7033E-23,5.3486E-23,3.8485E-23,4.6057E-23,1.0399E-22,7.8590E-23,3.8101E-22,2.4107E-22,2.9133E-22,9.1942E-23,9.6954E-23,9.7204E-23,8.9980E-24,1.5751E-23,2.5480E-23,1.5566E-22,1.0141E-22,2.5681E-23,2.1171E-23,3.6874E-24,3.0447E-23,5.6613E-25,4.1442E-24,1.3891E-23,5.7838E-24,6.0609E-24,1.1029E-24,1.1268E-23,1.1257E-23,1.9251E-25,1.2953E-25,1.8754E-25,3.2897E-24,7.3243E-24,3.2027E-23,2.2574E-21,7.0650E-23
2.1693E-20,1.7975E-22,1.8246E-22,2.5123E-23,3.5227E-22,6.2929E-23,1.0931E-22,7.6432E-23,5.1525E-23,7.6262E-23,2.7918E-23,5.5200E-23,3.9568E-23,4.6710E-23,1.0697E-22,7.9896E-23,3.8801E-22,2.4760E-22,2.9670E-22,9.3899E-23,9.9285E-23,9.9535E-23,9.4355E-24,1.6217E-23,2.6720E-23,1.5962E-22,1.0379E-22,2.6381E-23,2.1637E-23,3.8669E-24,3.1930E-23,5.9382E-25,4.3472E-24,1.4571E-23,6.0675E-24,6.3582E-24,1.1570E-24,1.1821E-23,1.1810E-23,2.0197E-25,1.3591E-25,1.9676E-25,3.4516E-24,7.6847E-24,3.3606E-23,2.3245E-21,7.2703E-23
2.2324E-20,1.8444E-22,1.8641E-22,3.5739E-23,3.7029E-22,6.4731E-23,1.1254E-22,7.8661E-23,5.3233E-23,7.8396E-23,2.8819E-23,5.6860E-23,4.0659E-23,4.7374E-23,1.1001E-22,8.1224E-23,3.9512E-22,2.5424E-22,3.0215E-22,9.5891E-23,1.0166E-22,1.0191E-22,9.8878E-24,1.6691E-23,2.8002E-23,1.6365E-22,1.0610E-22,2.7070E-23,2.2089E-23,4.0526E-24,3.3464E-23,6.2246E-25,4.5572E-24,1.5275E-23,6.3610E-24,6.6658E-24,1.2130E-24,1.2394E-23,1.2382E-23,2.1177E-25,1.4250E-25,2.0631E-25,3.6191E-24,8.0577E-24,3.5241E-23,2.3946E-21,7.4962E-23
2.2965E-20,1.9891E-22,1.9293E-22,3.7889E-23,3.8167E-22,6.6565E-23,1.1582E-22,8.0929E-23,5.4970E-23,8.0567E-23,2.9736E-23,5.8548E-23,4.1769E-23,4.8049E-23,1.1310E-22,8.2575E-23,4.0236E-22,2.6099E-22,3.0770E-22,9.7918E-23,1.0407E-22,1.0432E-22,1.0355E-23,1.7174E-23,2.9326E-23,1.6646E-22,1.0731E-22,2.7625E-23,2.2475E-23,4.2445E-24,3.5049E-23,6.5207E-25,4.7742E-24,1.6002E-23,6.6644E-24,6.9839E-24,1.2710E-24,1.2986E-23,1.2973E-23,2.2190E-25,1.4932E-25,2.1619E-25,3.7923E-24,8.4434E-24,3.6933E-23,2.4670E-21,7.7124E-23
2.3580E-20,2.1179E-22,2.0721E-22,4.0076E-23,3.9296E-22,6.8430E-23,1.1916E-22,8.3236E-23,5.6737E-23,8.2698E-23,3.0669E-23,6.0267E-23,4.2898E-23,4.8737E-23,1.1624E-22,8.3949E-23,4.0972E-22,2.6787E-22,3.1334E-22,9.9980E-23,1.0652E-22,1.0677E-22,1.0838E-23,1.7665E-23,3.0694E-23,1.6867E-22,1.0854E-22,2.8190E-23,2.2868E-23,4.4427E-24,3.6687E-23,6.8267E-25,4.9986E-24,1.6755E-23,6.9780E-24,7.3126E-24,1.3308E-24,1.3598E-23,1.3585E-23,2.3237E-25,1.5637E-25,2.2639E-25,3.9714E-24,8.8421E-24,3.8682E-23,2.5406E-21,7.9436E-23
2.4165E-20,2.4423E-22,2.1448E-22,4.2481E-23,4.0581E-22,7.0328E-23,1.2255E-22,8.5497E-23,5.8535E-23,8.4845E-23,3.1618E-23,6.2015E-23,4.4047E-23,4.9436E-23,1.1944E-22,8.5348E-23,4.1721E-22,2.7486E-22,3.1909E-22,1.0208E-22,1.0902E-22,1.0927E-22,1.1336E-23,1.8123E-23,3.2107E-23,1.7091E-22,1.0979E-22,2.8764E-23,2.3267E-23,4.6474E-24,3.8378E-23,7.1428E-25,5.2303E-24,1.7531E-23,7.3021E-24,7.6522E-24,1.3927E-24,1.4231E-23,1.4217E-23,2.4320E-25,1.6366E-25,2.3694E-25,4.1565E-24,9.2542E-24,4.0489E-23,2.6156E-21,8.2098E-23
2.4760E-20,2.3925E-22,2.2187E-22,4.4971E-23,4.1902E-22,7.2259E-23,1.2596E-22,8.7530E-23,6.0365E-23,8.7031E-23,3.2584E-23,6.3794E-23,4.5216E-23,5.0147E-23,1.2269E-22,8.6771E-23,4.2484E-22,2.8197E-22,3.2493E-22,1.0421E-22,1.1125E-22,1.1145E-22,1.1851E-23,1.8504E-23,3.3565E-23,1.7320E-22,1.1106E-22,2.9349E-23,2.3674E-23,4.8587E-24,4.0124E-23,7.4691E-25,5.4696E-24,1.8334E-23,7.6367E-24,8.0030E-24,1.4566E-24,1.4884E-23,1.4870E-23,2.5438E-25,1.7118E-25,2.4784E-25,4.3477E-24,9.6799E-24,4.2357E-23,2.6918E-21,8.3926E-23
2.5366E-20,2.4959E-22,2.3047E-22,4.6774E-23,4.3439E-22,7.4224E-23,1.2943E-22,8.9598E-23,6.2226E-23,8.9254E-23,3.3566E-23,6.5603E-23,4.6405E-23,5.0871E-23,1.2600E-22,8.8219E-23,4.3259E-22,2.8921E-22,3.3088E-22,1.0586E-22,1.1332E-22,1.1352E-22,1.2381E-23,1.8892E-23,3.5069E-23,1.7553E-22,1.1235E-22,2.9943E-23,2.4088E-23,5.0767E-24,4.1925E-23,7.8059E-25,5.7166E-24,1.9162E-23,7.9822E-24,8.3650E-24,1.5226E-24,1.5559E-23,1.5544E-23,2.6592E-25,1.7895E-25,2.5909E-25,4.5451E-24,1.0119E-23,4.4285E-23,2.7693E-21,8.6171E-23
2.5982E-20,2.6093E-22,2.3941E-22,4.8458E-23,4.5017E-22,7.6223E-23,1.3295E-22,9.1702E-23,6.4120E-23,9.1516E-23,3.4566E-23,6.7445E-23,4.7615E-23,5.1608E-23,1.2936E-22,8.9692E-23,4.4048E-22,2.9658E-22,3.3394E-22,1.0722E-22,1.1542E-22,1.1562E-22,1.2928E-23,1.9287E-23,3.6620E-23,1.7790E-22,1.1366E-22,3.0548E-23,2.4508E-23,5.3015E-24,4.3783E-23,8.1534E-25,5.9715E-24,2.0016E-23,8.3386E-24,8.7387E-24,1.5907E-24,1.6255E-23,1.6239E-23,2.7783E-25,1.8697E-25,2.7071E-25,4.7488E-24,1.0573E-23,4.6276E-23,2.8483E-21,8.8406E-23
2.6608E-20,2.7378E-22,2.4751E-22,5.0416E-23,4.6622E-22,7.8191E-23,1.3654E-22,9.3843E-23,6.6047E-23,9.3817E-23,3.5583E-23,6.9318E-23,4.8846E-23,5.2357E-23,1.3279E-22,9.1190E-23,4.4851E-22,3.0204E-22,3.3699E-22,1.0862E-22,1.1756E-22,1.1776E-22,1.3493E-23,1.9688E-23,3.8219E-23,1.8030E-22,1.1500E-22,3.1164E-23,2.4937E-23,5.5332E-24,4.5698E-23,8.5118E-25,6.2344E-24,2.0897E-23,8.7063E-24,9.1241E-24,1.6609E-24,1.6973E-23,1.6957E-23,2.9012E-25,1.9525E-25,2.8269E-25,4.9590E-24,1.1041E-23,4.8331E-23,2.9285E-21,9.0647E-23
2.7291E-20,2.8856E-22,2.5579E-22,5.2431E-23,4.8205E-22,8.0151E-23,1.4019E-22,9.6021E-23,6.8007E-23,9.6159E-23,3.6617E-23,7.1224E-23,5.0098E-23,5.3119E-23,1.3627E-22,9.2332E-23,4.5334E-22,3.0585E-22,3.4009E-22,1.1003E-22,1.1974E-22,1.1994E-22,1.4074E-23,2.0097E-23,3.9866E-23,1.8275E-22,1.1636E-22,3.1790E-23,2.5372E-23,5.7721E-24,4.7672E-23,8.8812E-25,6.5054E-24,2.1806E-23,9.0855E-24,9.5215E-24,1.7333E-24,1.7714E-23,1.7697E-23,3.0280E-25,2.0378E-25,2.9505E-25,5.1758E-24,1.1524E-23,5.0451E-23,3.0102E-21,9.2833E-23
2.8059E-20,3.0518E-22,2.6549E-22,5.4481E-23,4.9534E-22,8.2146E-23,1.4390E-22,9.8237E-23,7.0002E-23,9.8541E-23,3.7670E-23,7.3163E-23,5.1373E-23,5.3895E-23,1.3982E-22,9.3052E-23,4.5750E-22,3.0973E-22,3.4325E-22,1.1147E-22,1.2196E-22,1.2216E-22,1.4672E-23,2.0512E-23,4.1563E-23,1.8525E-22,1.1775E-22,3.2427E-23,2.5815E-23,6.0181E-24,4.9705E-23,9.2619E-25,6.7847E-24,2.2742E-23,9.4762E-24,9.9311E-24,1.8080E-24,1.8478E-23,1.8460E-23,3.1587E-25,2.1258E-25,3.0779E-25,5.3994E-24,1.2022E-23,5.2637E-23,3.0933E-21,9.5036E-23
2.8841E-20,3.2511E-22,2.7535E-22,5.6735E-23,5.0887E-22,8.4175E-23,1.4768E-22,1.0049E-22,7.2031E-23,1.0097E-22,3.8741E-23,7.5136E-23,5.2669E-23,5.4684E-23,1.4343E-22,9.3785E-23,4.6172E-22,3.1367E-22,3.4646E-22,1.1294E-22,1.2421E-22,1.2441E-22,1.5289E-23,2.0935E-23,4.3311E-23,1.8778E-22,1.1916E-22,3.3076E-23,2.6266E-23,6.2714E-24,5.1799E-23,9.6540E-25,7.0724E-24,2.3707E-23,9.8789E-24,1.0353E-23,1.8849E-24,1.9264E-23,1.9246E-23,3.2934E-25,2.2165E-25,3.2092E-25,5.6297E-24,1.2535E-23,5.4890E-23,3.1789E-21,9.7351E-23
2.9636E-20,3.4662E-22,2.8539E-22,5.9487E-23,5.2264E-22,8.6240E-23,1.5152E-22,1.0279E-22,7.4096E-23,1.0343E-22,3.9830E-23,7.7143E-23,5.3988E-23,5.5487E-23,1.4710E-22,9.4531E-23,4.6602E-22,3.1769E-22,3.4973E-22,1.1443E-22,1.2651E-22,1.2671E-22,1.5923E-23,2.1365E-23,4.5109E-23,1.9036E-22,1.2059E-22,3.3735E-23,2.6725E-23,6.5322E-24,5.3954E-23,1.0058E-24,7.3687E-24,2.4700E-23,1.0294E-23,1.0788E-23,1.9641E-24,2.0075E-23,2.0055E-23,3.4321E-25,2.3100E-25,3.3445E-25,5.8671E-24,1.3063E-23,5.7211E-23,3.2661E-21,9.9749E-23
